category,text
Rant,"""hello good morning ok i saw more fly from dublin to london city airport new routes british airways and flybe timetable but well fast train """
Rant,"""@british_airways ^beth - still does not explain why at 19.50 last night i could not check in for my flight tonight until 20.50 - 1hour behind """
Rant,"""day by day, you start to feel that there was foul play involved with regard to the missing malaysia airlines plane. """
News,"""congrats @mas ! happy news! rt @staronline: mas kl-brisbane flight diverted to bali after passenger goes into labour T_URL """
News,"""the search area for the missing malaysia airlines passenger plane has been doubled, while china deploys satellites to assist the search. """
News,""" going in style. what it_____s like to fly the $23,000 airlines suites. T_URL """
News,"""rt @lyndsayfarlow: malaysia airlines australia and malaysia accused of a cover-up T_URL via @examinercom """
Rant,"""@h_naili @british_airways so if they have oversold it is not because they did not know, they planned it (i know, i was a res agent at pan am) """
Rave,"""@british_airways really like the new black leather seats on this refitted (?) airbus 320. nice design, feels roomy too. ba0851 waw-lhr """
Ads,"""rt @deepakgurunath: share your moment of celebration of your life to win free flight ticket to london with @british_airways h____ """
Query,"""does anyone have experience modifying/ cancelling a british airways flight? """
Rave,"""thanks @british_airways for having wifi on ur planes so we can twat our boss @futureboundlfc in mid-air to japan! @timviper @asadfunkatech """
Rant,"""rt @paagalpani: @british_airways ...still waiting for an update on where my luggage is! your website says tracing continues..2 days on! """
Rant,"""_____sorry, we are unable to offer you online check-in for this flight on this occasion_�welcome to the future. (thanks @british_airways) """
Rant,"""british airways discriminates against christians T_URL """
Others,"""rt @sol_discover: 9. singapore airlines T_URL """
News,"""britons are pissed off as british airways hired american actress gwyneth paltrow to endorse ba a380 service from london to singapore. """
News,"""rt @aspireaviation: cathay pacific says jetstar hong kong a 'branch office' of qantas T_URL via @smh """
Rant,"""@british_airways flying to ny to celebrate engagement, been placed at opposite ends of plane. spent __10000 with ba this year! awful service. """
Rant,"""@british_airways have blocked all the pics and videos you guys have tweeted. wtf is going on? """
Others,"""most popular in twitter related to singapore airlines on 10/26/2014 T_URL """
Ads,"""fly to london by sharing your celebration pictures with @british_airways using join this awesome """
Rave,"""basking in the sunset cc: @british_airways T_URL """
News,"""rt @mh370news: malaysia airlines lawsuit latest news update: passenger's underage children files ... T_URL """
Rant,"""@british_airways we do not hear from the couriers! communication is the major problem here! we have to take to twitter to get any response! """
Rant,"""@british_airways that is fine by me - i just wanted to know whether i should hold out in the hope i see a similar price again. here's hoping. """
News,"""rt @caribbeanisland: caribbean-tourism-british airways to increase flights to tobago: london, nov 4, cmc - british airways tuesday ... T_URL """
News,""" sees first lawsuit: T_URL """
News,"""maybe we will know about malaysia airlines flight 370 in less than 77 years. @newsweek mystery of amelia earhart solved?T_URL """
News,"""news: malaysia airlines passenger loses her child after emergency stop in bali - daily mail T_URL """
Rant,"""most ennoying flight ever @british_airways """
News,"""malaysia airlines flight 370: indonesia 'on alert' for plane debris washing up ... - the inquisitr T_URL """
Rant,"""rt @shearmantim: @british_airways over 1 month and still no reply to my complaint... did you do that thing where you open a text then forge____ """
Ads,"""get a chance to take a photo of the first and oldest airplane in cathy city today. @ cathay pacific city T_URL """
Rant,"""inspiration and effectiveness are not enemies. - @jonmac_ba @british_airways T_URL """
Ads,"""fly to london by just sharing your celebration pictures with @british_airways """
Query,"""rt @jaclynmcfadzean: @british_airways what is going on? you have lost dena and robs luggage and now i hear you lost my____ """
News,"""malaysia airlines flight 370: investigators believe jet on autopilot for hours ____ _____ the times-picayune... T_URL """
Rave,"""ba118 just arrived at heathrow. great flight great crew great cabin staff @british_airways """
Rant,"""@british_airways jane - they opened. the staff admitted that they were understaffed first thing in the morning. thanks for the concern. """
Rant,"""i've been flying around south east asia for a while and i'm so looking forward to coming home with @british_airways. good to get aboard """
Rant,"""is today's plane free of dents @british_airways ? T_URL """
News,"""the value of human life has truly been shown by mh 370 that an airline can go bust for one human 370 bab @mas@timothyvalley """
News,"""baby on board! malaysia airlines flight forced to make emergency stop after aussie woman goes into labour. read more: T_URL """
Query,"""dear easy jet, british airways etc. if a short flight nxt wk is not sold out- how do you justify ramping up the price to 500 quid? """
News,"""breaking: flying first class on singapore airlines ruined my life _____ new york post: new york postflying first c... T_URL """
Rant,"""@british_airways ba 282 from la """
Rant,"""@amcj1 @mgkatz036 my comments limited to us carriers. no one beats @singaporeair @emirates, etc! """
Query,"""@mas sorry again. is there any forms to apply for malaysia airlines academy in pilot training ? """
Ads,"""@british_airways with lots and lots of happy customers T_POS_EMO join the fun tweeps T_POS_EMO """
News,""" facing legal action in child abuse case T_URL T_URL """
News,""" mh370: two boys sue malaysia airlines over loss of dad: T_URL T_URL """
Ads,"""here is a superb chance to win free air ticket to london T_POS_EMO! share your celebrations images to @british_airways """
Rave,"""@mas , done with smile hihiii T_URL """
News,"""rt @speedbird_ncl: did another a-380 shake up singapore airlines airbus big bird? - the times of india: T_URL """
Rant,"""@british_airways yes,duty manager was rude &amp;unhelpful. i'm now 380_____ out of pocket. total disaster.not how to treat gold mmbrs! despicable T_NEG_EMO """
Query,"""@cathaypacific the 'international toll free' number for the marco polo club on cx website does not work. it is just a dead line? """
Query,"""@british_airways that number does not work - it goes to a voicemail every time. please offer an alternative method urgently. thanks """
Query,"""@mattybennion @british_airways currently there is nothing between 600 &amp;1500 points.they brought in bronze cos of customers, why not ruby? """
Rant,"""@british_airways you charge the fee on your reservation system. """
Rant,"""@british_airways aaaaawww, are not you adorable! &lt;3 ^_^ """
Others,"""i'm at cathay pacific check-in counter in shanghai T_URL """
Query,"""@thsmith41 did you fly to gran canaria from london heathrow con @british_airways? """
Query,"""@british_airways @salazarchopis have u a ph number at bom where can tell us where is our luggage? pls help """
Rant,"""@british_airways disappointed gold exec member. it system failure means no bags yesterday or today and cannot contact woeful courier! """
Rave,"""@british_airways thank you ________________ """
Rant,"""@mas wi-fi speeds at klia are pretty damn awful, whether they be lounge, gate, shops or public areas. """
Others,"""@british_airways b777-300 g-stbc parked at bamc @cardiff_airport 24/10/2014 __2014 phil woods T_URL T_URL """
News,"""rt @tbates97: the hunt for missing malaysia airlines flt 370 in the indian ocean is said to be going well, but will likely take months. @wc____ """
News,"""update 2: baby of woman who went into labour on malaysia airlines flight dies - T_URL """
Others,"""@nehachawla_ congrats T_POS_EMO @nehayagnik @british_airways @mehekmahtani """
Rant,"""our @british_airways flight got delayed. looks like vegas do not want us to go. but i coming... """
Rave,"""off to africa on a @virginaustralia flight no# @singaporeair plane now sitting in the @korulounges great guys. love """
Rant,"""it takes @british_airways 10 working days to unsubscribe you from their special offer emails. T_URL """
News,"""T_URL underage sons of mh370 passenger file lawsuit against malaysia airlines____ T_URL """
Query,"""@british_airways i've lost my booking reference for my flight from heathrow to glasgow tomorrow - can i still check in at the airport? """
Rave,"""rt @thegolftrust: mikael and harry together yesterday! 2 children, 2 smiles,1 game! @sogreatbritain @british_airways @skysportsgolf T_URL """
Query,"""what is the point of @british_airways letting you book 6 months ahead, when with 1 month to go they cancel the flight """
Query,"""@british_airways flight 0542 is delayed and passengers are in the plane with no info. could you please update on the issue? """
Others,"""@british_airways @nehachawla_ congratulations !! T_POS_EMO """
Query,"""@mas issue: payment completed. received error prompt on the mas webpage about reservation and payment failures. """
Ads,"""rt @popspoken: here's what it is like to fly first class on british airways (@british_airways): T_URL """
News,"""( gwyneth paltrow sits in airplane seat on top of infinity pool for british airways campaign T_URL ( """
Rant,"""stop it malaysia airlines. you make me wanna take a plane. i just wanna get on that plane. i love planes. """
Rant,"""rt @fastmuseum: 3 nov 2003 _____ british airways concorde g-boag leaves heathrow for the final time she would fly on to seattle &amp; retire to the____ """
Query,"""@british_airways can you just check eticket is all set as not able to check in online. thanks """
Rave,"""yet another free upgrade! thanks @british_airways ________ """
Query,"""@mattybennion i see @british_airways have replied - @heathrowairport can you reply too please as it is clearly an issue with your setup?! """
Ads,""" call centre sales: call centre sales (newcastle) employer: british airways location: newcastle... T_URL """
Query,"""@british_airways are now telling me that ghana is a high risk country so i cannot book online """
Rant,"""@british_airways your customer service made it really clear that there is nothing they can do. emergencies happen but ba does not care. """
Rant,"""rt @malhotrasadhana: a british airways (ba shuttle) airbus a319 on final approach to runway 25 at newcastle airport arriving from lond... h____ """
News,"""rt @mailonline: singapore airlines tops list of best first class airline cabins T_URL via @travelmail T_URL """
News,"""rt @newsweek: dutch prosecutors investigating the crash of malaysia airlines flight mh17 open to moscow's other aircraft theory _____ T_URL """
Rant,"""@british_airways yes thanks, in the end! """
News,"""best food in the air ... and on the ground? T_URL singapore and quantas airlines... """
Query,"""@british_airways i've not received any bank transfer payment from you. """
Query,"""@british_airways can someone please get back to me? situation is getting terrible now """
News,""" wreckage 'likely' to drift towards indonesian coastline, atsb says T_URL """
Ads,"""the is live at @british_airways and you may win a chance to fly to london. share your celebrations pictures &amp; win. """
Rave,"""rt @carcrazy007: @british_airways my angel protected by her bodyguards!!! my birthday gift when she was born T_URL """
Query,"""@cathaypacific i am not able to choose mp miles, only other one world carriers. pls can you help me? """
Rant,"""@british_airways: @caribbeanaccent we would love to see you on board sasha, hope we have been able to tempt you! ^charlotte"" you have but work T_POS_EMO """""
Rant,""". @british_airways 633 true to form and keeping up the good run of punctuality"": 50mins """""
News,"""flight mh370: 19 conspiracy theories from malaysia airlines plane's disappearance T_URL """
Rant,"""@lufthansa do not fly by @british_airways in the evening through london-heathrow by connecting flights. T_URL """
Lead,"""starting the journey to relaxing at @starbucks before hitting on @british_airways T_URL """
Query,"""@british_airways in 4 days time?! """
Rave,"""cannot believe how chuffed i am to have flown and have my logbook signed by a @british_airways concorde captain!! legend!! """
Others,"""@horiautomatic british airways narita airport anju suzuki father death fir camera problem T_URL """
Ads,"""rt @aidilsunday: malaysia airlines ( mas ) cabin crew interview process and stages - ( updated version - 2014 ) bismillah T_POS_EMO """
News,"""malaysia airlines flight crash in ukraine : amsterdam to kuala lumpur mh17 shot down missing: malaysia mega tr... T_URL """
Query,"""@cathaypacific and seem to be going out of their way to be so. sort it out?! """
Query,"""why has a @british_airways a380 land at manchester today? """
Query,"""whatever happened to malaysia airlines flight 17...? we just going to forget about that? """
Query,"""@a318driver @british_airways did you have a good flight today ? did you operate 1 or 3? """
Ads,"""rt @gkyip: new @cathaypacific branding. spot the difference! T_URL """
Query,"""what is this____ australian airforce shadowing a malaysia airlines flight?! T_URL """
News,"""british airways owner iag sees quarterly earnings jump 30 percent - skift: T_URL """
Ads,"""an amazing opportunity to fly free to london is up for grabs. share your celebrations pictures with now! @british_airways """
Others,"""@british_airways celebrating christmas with my parents &amp; sister 30 years back T_URL """
Rant,"""if i do not show up to your halloween party this year, you can assume that i chose to dress up as the malaysia airlines flight this year. """
Rave,"""@british_airways oh yay! @evoque and i are flying 0216 in january. """
Rave,"""rt @geezajay2013: respect goes 2 @british_airways put a 9ft poppy on their boeing 747 for T_URL &gt; lovely! """
Rant,"""@i_see_you_larry: what about niall from british airways T_URL and you losers say alex from target is cute. pffft. """""
Others,"""one day i will...T_URL """
Query,"""@british_airways what are those reasons? happened last time we tried to check in online to retune home? """
Rant,"""@british_airways @heathrowairport not loving spending my 20th wedding anniversary on the tarmac by gate b39 when i should be in nyc! """
Query,"""oneway $687. round trip $650. why ah? @singaporeair """
News,"""malaysia airlines jet in emergency landing in hk """
Rave,"""thank you so much @ingeniousty @sundar140 @british_airways :d """
Ads,"""congratulations to @british_airways asc 90 years of caring of its passengers on board flight n exceptional services """
Ads,"""rt @reserve123: these airlines have the tastiest in-flight meals. T_URL """
Rave,"""@cathaypacific no problem roni. i will get to experience cx again on monday! looking forward to it as always """
News,"""cathay pacific to offer non-stop manchester-hong kong flights. read more here: T_URL """
Ads,"""@cool_vand wanna fly to london? @british_airways might just fulfill your dream. share your celebrations pic using """
Rave,"""i'm at @mas golden lounge - domestic in sepang, selangor T_URL T_URL """
Rant,"""well, after a little over six years in orlando, i now have 1 more day to work at british airways orlando.....time... T_URL """
News,""".@cathaypacific crushes the airport lounge. hkg bridge has foster &amp; partners design, artichoke lamps &amp; luxe showers. i will stopover anytime! """
Query,"""look, does anyone know anyone who is dad runs british airways? """
Rant,"""@nycaviation @aviateaddict do not forget cathay pacific 77w flyby that got a pilot fired T_URL T_URL """
News,"""rt @kmbc: boys sue malaysia airlines over loss of dad T_URL """
Rant,"""rt @robinmckelvie: your regular epic bag drop queues @edi_airport embarrassing @british_airways. hand luggage only no good flying. T_URL """
Ads,"""rt @anahitairani1: simply be a part of @british_airways celebrations ! get a chance to win free air ticket to london T_POS_EMO sh____ """
Rant,"""@soundslikepuget fly british airways because they actually do that. """
Rant,"""imperial airways was merged into boac in '39, eventually becoming ba @travelmassive @british_airways T_URL """
News,"""rt @jeffsaperstone: overnight: a british airways flight from newark to paris was diverted to boston. details at 5 @necn """
Others,"""pt. 2- my work @henrichsdesign @wallpapermag @herenkorea @brightsite @springwise &amp; silverkris magazine @singaporeair T_URL """
Rant,"""@british_airways i will, i will!! unlike some children about to board! __________________________4a """
Rave,"""@british_airways i do enjoy you online check in """
Rant,"""@british_airways, i'd love to host a hackathon between paris / new york"" T_URL """""
Query,"""@singaporeair hello! how may i contact krisflyer from the philippines? i'm having problems w/ my account. thank you. """
Others,"""like photo by @ihikhi b-ljl cathay pacific cargo boeing 747-867f taxing | while vh-vpe virgin australia boeing 77... T_URL """
Query,"""has anyone ever flown their pets with british airways? good/bad experiences? """
Others,"""on board @cathaypacific 696 bom--&gt;hkg """
News,"""two children whose father was on missing malaysia airlines flight mh370 are suing the malysian government and... T_URL """
Query,"""@deepikabhardwaj what is the relation between @british_airways &amp; this picture ? """
Rant,"""@british_airways been hearing a lot of stories off-late about your discrimination for indians. now i shud think twice b4 travelling ba """
Query,"""@shebabymom @mas we are sorry about your experience, pls email info@tumi.com so we can assist you further. thank you. """
News,""" pacific says hong kong a 'branch office' of qantas T_URL """
Rant,"""nice visual joke by @british_airways ceo keith williams to kick off his speech (think about two arms spread to point out exits) """
Ads,"""@ajayhere have you sent in your entry to @british_airways for the contest to win tickets to london yet ?? """
Rant,"""so, lost bag, and wrong advice given on completing a customs form. slow clap @british_airways """
Rant,"""@singaporeair it is sq221 from sin to syd , oct 30T_POS_EMO thanks for the fast response. """
Rant,"""@samueljr @british_airways aww, you coming to visit? hope you brought a coat and brolly ___�_ """
News,"""singapore airlines suites review lax-nrt (los angeles to tokyo) - T_URL via @travelsummary T_URL """
Ads,"""share celebration pics with @british_airways and get a chance to be fly to london for free free free """
News,""".@cathaypacific unveiled new branding today. redesigned logo, updated website to launch and new lounge design to come T_URL """
Rant,"""malaysia airlines have still not got back to me and ots been 9 months """
Rant,"""@suannebraun @british_airways you definitely deserve it suanne. that trip is such a hard one. i've done it a few times! take care. hugs """
Rave,"""rt @dohertycallum: @richardwgordon @guvnorpodz @british_airways very nice cabin indeed i especially like the seats and mood lighting ! htt____ """
Ads,"""celebrate @british_airways 90 years in india and get a chance to fly to london """
News,"""bears drawn to cathay pacific on unrest, chart of the day T_URL via @bloombergnews """
Ads,"""rt @thefreejinn: send pics of your celebrations to @british_airways to participate in the &amp; win a ticket to london. """
Ads,"""incredible video: flying singapore airlines in first class for an hour ruined my life T_URL via @yahootravel @pfro """
Ads,"""lovely from @british_airways open skies showing visual comparisons between and T_URL """
News,"""british airways begins airbus a380 flights to singapore [aus bt] T_URL """
Ads,"""thinking about flying cathay premium? here's my take on economy vs premium T_URL """
News,""".@stopfakingnews's efforts include unveiling fake stories related to ukrainian parliamentarian, mh17 @mas plane crash &amp; a famous ua actress """
News,"""rt @thetruth24us: malaysia airlines sees first lawsuit on missing flight mh370.... T_URL """
News,"""rt @kedronuk: hsbc,@british_airways,@stwater &amp; etc build dashboard of their key services- T_URL ____ """
News,""" malaysia airlines flight 370: plane could be found using new method, scientist claims T_URL """
Rant,"""@rustyrockets please help me save my wife's life! she is sick &amp; stuck in the london, british airways refuse to let her in the plane! :'( """
Rant,"""@michellechaplow @british_airways @mmsba @thatjohn @inflightfeed @fgallardo busy busy!! guess you must like us then!! """
Ads,"""british airways: software engineer (london, ) T_URL """
Rant,"""@british_airways i collect pens please could i get a ba pen """
Rave,"""rt @shannonairport: great pic from summer 13 of .@british_airways a-380 &amp; a-318 at shannon. T_URL """
News,"""mh370: passenger's children sue malaysia airlines and government over 'emotional pain' - T_URL @lizziedearden """
Rant,"""rt @samorij: so all the kings horses and all the kings men still cant find malaysia airlines.. but antigua can find ja rule to perform """
Others,"""british airways boeing 747-400 g-bnlo - heathrow - 27//10/14 T_URL """
News,"""new: no annual fee on 50,000 british airways avios offer : the art of non-conformity: T_URL """
Ads,"""celebrate every single moment of life with @british_airways and win tickets to london """
Rant,"""@british_airways celebrated the halloween this way...heheh scaring others T_POS_EMO T_URL """
Rant,"""flying singapore airlines next year bitchez. fuck yeah! hopefully we are on an a380! """
News,"""high speed rail between and will affect airlines--buses not so much T_URL """
News,"""'we will find mh370' new vow as second ship joins hunt for missing malaysia airlines plane: a second ship is to join the hunt for mis... """
Rant,"""excellent afternoon wine tasting @honestgrapes so good i almost missed my @british_airways ________! thankfully made it @thjrule """
News,"""british airways a380 just come in to @manairport T_URL """
Rant,"""just booked a flight with malaysia airlines..... might regret that one! """
Others,"""$sia:sp airlines ltd 21oct negative T_URL """
Rant,"""@kerryjaneellis1 @british_airways that is just awful! how dare they! not impressed by that at all. not at all. """
Ads,"""tweet ur celebration pic with to @british_airways &amp; you could win tickets to london &amp; also get featured in high life magazine """
Rant,"""@british_airways ediba32952 is the latest. cptba66876 went awol on 11/10 and turned up 13/10 &amp; 14/10. customer services were useless. """
Rant,"""@british_airways ok, i'm following you now. thanks """
Ads,"""it is get to know your airlines month and today we are featuring cathay pacific T_URL T_URL """
Ads,"""celebraions are on with @british_airways . join them and send ur pics of best times u have had. get air tickets to london. """
Rave,"""@singaporeair great customer service! thank you """
Query,"""@mas @my_airports my wife's luggage cmb-kul mh178 25/10 was thoroughly rifled. luckily nothing taken. how to lodge formal complaint? """
News,"""rt @airliners_net: a size comparison between a singapore airlines a380 and a united 747-400. T_URL """
Ads,"""@gaurangbhardwa1 this is your last chance to fulfill your dream of flying in @british_airways. share your celebrations using """
Rant,"""@british_airways you still do not have a hold facility on your exec club phone line? really??? just says you are too busy and hangs up """
Query,"""@british_airways what time will check in at the airport open for flight 175 to new york tomorrow? """
News,"""british airways parent iag lifts guidance - marketwatch T_URL """
News,"""the late steward sanjid singh of mh17 tragedy, missed by wife n son @mh17newss @mas @hishammuddinh2o @weekasiongmp T_URL """
News,"""malaysia airlines mh17 crash: was a russian-made missile really parked in this quiet square? T_URL """
Rave,"""rt @thepawtraitsxbn: special saturday shout out to all our supporters @carnivalukents @british_airways @sauntonsandshot @lenslocker @treeca____ """
Rave,"""the *new* @british_airways galleries lounge at - enjoy!! T_URL """
Rant,"""oi @british_airways can you please open an international terminal at birmingham or east midlands, this gatwick journey is killing me! """
Ads,"""giveaway: cathay pacific first class sleep suit: every friday is giveaway day. comment to wi... T_URL _@chrisguillebeau """
Rant,"""@united i flew london - washington - s_o paulo - houston - london in june/july and asked 4 the airmiles to @singaporeair not seen anything. """
News,""" british airways bans passengers with 'dead' phones, devices: anxious moments for passengers on ... T_URL """
Rave,"""awesome dinner with my best friends @british_airways T_URL """
Query,"""@british_airways can you please tell me an estimated date of reply? it is unacceptable that i am still out of pocket for my onward flight. """
Query,"""@british_airways how can i check in for tomorrow flight when i give you all the info and you still decline it! joke """
News,"""from 8th dec cathay pacific will be the only airline to fly non-stop from manchester to hong kong, with connections to over 70 destinations. """
Rant,"""@themichaelowen come on british airways , do not be stupid ! """
News,"""cathay pacific a330-300 new regional business class from singapore-bangkok T_URL """
Rave,"""thank you @british_airways and liam for resolving the baby push chair issue. fair and friendly customer service. """
News,"""rt @wildabouttrial: 2 boys sue govt, over T_URL """
News,"""a satellite tracked malaysia airlines flight mh370 for some seven hours after its systems were deliberately disabled, pm najib razak says. """
Rave,"""elegan banget :3 @indoflyer cathay pacific new logo T_URL "" """""
Query,"""_____@weatherstonesam: seductive and dangerous... sale @british_airways. holiday T_URL i agree, @amygardyne what d'you reckon? """
Rant,"""@british_airways please sort out the condition of some of your showers at the t5 arrivals lounge. T_URL """
News,"""family of passenger to file lawsuit against @mas and malaysian govt tomorrow T_URL T_URL """
Ads,"""_prize_ team has chosen you as today's los angeles winner @singaporeair! to claim go here @claim__now """
Rave,"""@jaredmelzer @british_airways wow, that is cool! """
Others,"""rt @ppalu78: beautiful spot celebrates and T_URL .@british_airways """
Rant,"""@todayonline: australian woman loses baby despite mh135 emergency landing in bali"" why has it always have to be malaysia airlines ffs """""
Others,"""@british_airways celebrations with kids from a reformist school in ladakh. T_URL """
Ads,"""rt @timeoutlondon: win a trip to austin, boston, philadelphia or san francisco with __500 spending money: T_URL T_URL """
Rant,"""rt @safesecs: @british_airways delivering 1/3 of our bags is not acceptable. we are on holiday, not waiting around all day for a courier. s____ """
News,"""malaysia airlines admits it has 'work to do' to win back flying public's trust - sydney morning herald T_URL """
News,"""malaysia airlines sees first lawsuit on missing flight mh370"" by reuters via nyt T_URL """""
Query,"""@heathrowairport @british_airways do you have an estimate for baggage delivery, following last night's system crash? flight ba0179. """
Rant,"""@fordyce_chris @prishewakramani someone book me this ticket too on british airways and sri lankan """
Rant,"""rt @deanbryce15: the absolute height of professionalism in the industry. nothing can match them... @british_airways T_URL """
Query,"""dear @british_airways do you think on my next flight i could get wings?? """
Rant,"""@susmitchakrabo1 @british_airways did i say tweet? i said text. """
Rant,"""@manobalav @british_airways yo! thats the spirit. """
Rave,"""@kristianehenney @frontiermag @cathaypacific well done guys! hope u scrub up a little better for the """
Ads,"""share your celebration moments with @british_airways &amp; you might just win a ticket to london """
Ads,"""super happy for you ! congratulations @british_airways for completing 90 years of flying in india. """
Ads,"""@british_airways giving a opportunity to fly to london....you have to just share your celebration pics with ... do it now """
Rant,"""tomorrow i will do heathrow-amman with an a321 of british airways. this will be one of the longer flights i've ever done ! """
Rant,"""@americanair on thursday 30th october i was due to board a flight from jfk to heathrow at 21:40. the flight was booked via @british_airways """
Rant,"""@f1photographer @british_airways u must do all quick darren """
News,"""malaysia airlines auction seat upgrades... T_URL T_URL """
Others,"""@757liveworld entered the @mas in may 2014 T_URL """
Rant,"""@british_airways you guys are so bad at twitter """
News,"""rt @mailonline: twenty-two people injured after singapore airlines flight hits turbulence at 15,000ft T_URL """
Rant,"""@thedailyedge as long as he traveled on malaysia airlines it will not be a problem. """
Rant,"""@jrbenson i've seen @british_airways do that before. price should be fixed from when session starts """
Ads,"""want to go to nyc for christmas? of course you do. with british airways it could be free. T_URL T_URL """
News,"""singapore airlines takes top spot in cond_ nast traveler's readers' choice awards 2014 """
Rave,"""@davo_2 that is good news! was it malaysia airlines?! """
Rave,"""@british_airways no problem beth. have another for good measure T_POS_EMO T_URL """
Rant,"""malaysia airlines still safe? T_URL """
Rant,"""rt @helencarroll22: terrible service @british_airways this am problem sorted after 2hrs of arguments where ba were by their own admission a____ """
Rant,"""i pray i have the opportunity to experience this one day haha T_URL """
Query,"""@british_airways please would you give us an approx time we will hear back about our compensation your tweets keep avoiding the question """
Query,"""@british_airways please tell me how to get a response to my emails or snail mail """
Rant,"""by @harry_gxh new cathay pacific livery T_URL """
News,"""indiabusiness: british airways introduces dreamliner on london-chennai route: british airways has introduced a... T_URL """
Rant,"""@british_airways now i remember why i do not fly comair. """
Rant,"""nearly 5 weeks and still no sign of @british_airways getting in touch about my late baggage complaint... bad form """
Rant,"""how does one forget to put a suitcase on a plane, british airways???????? do tell """
Rant,"""@silverarrowsham @mercedesamgf1 british airways. godspeed guys, have a safe trip and no peanuts during the flight. """
News,"""chinese man news: children sue malaysia airlines 8 months after losing dad on missing mh370 plane T_URL """
News,"""scientist claims he knows how to find mh370 (via @daily_star) T_URL """
Rant,"""i'm so excited and happy for @mas if it is confirmed that ts abj will be made ceo! an organization like mas needs a benign military man. """
News,"""malaysia airlines sued by 2 boys over missing flight mh370 T_URL viat @firstpostin """
Ads,""" project fro @british_airways gives you the urge to fly away - T_URL - sterling stuff - """
Ads,"""looks subtle &amp; really well done: cathay pacific quietly reveals a updated brand look T_URL T_URL """
Query,"""@mas hi, is a380 back for hk route? """
Rant,"""@mas or as long as you keep looking... """
Query,"""@british_airways does anyone actually work at your call centre? it is getting silly now """
Feedback,"""@british_airways when busy at wtm2014 do not need to be thinking of trying to print out boarding pass for rtn flight, have some sense please """
Rant,"""@british_airways you are useless. i fly thousands of miles a year &amp; you are the only airline to lose my bags. try to call - no response """
Rant,"""@cathaypacific the returned economy premium ticket is still on waiting list and i cannot issue the ticket yet and time of travel is near. """
Rant,"""time to fly the silk route _____ traveling to singapore changi airport from singapore airlines T_URL """
News,"""analysts are questioning whether malaysia airlines can recover from two tragic disasters this year. """
News,"""amazing- british airways 777-200 close up go around at london heathrow airport T_URL """
Ads,"""@british_airways just sharing your celebration pics could win you tickets to london &amp; more; do not wait, get going, get sharing """
Ads,"""@british_airways interesting choice of stock photo T_URL """
Ads,"""T_URL great deal: british airways visa drops first year annual fee, still offers 50,000 points! """
News,"""to celebrate the new @british_airways route to singapore, gwyneth paltrow floated on this pool T_URL T_URL """
Query,"""@british_airways do you consider this to be acceptable customer service? please answer the question. """
Ads,"""i've just posted on my blog about: malaysia airlines sees first lawsuit on missing flight mh370 T_URL november 01, 201... """
Ads,"""@british_airways cooking a meal for your family is celebration time at home T_POS_EMO """
Rave,"""@british_airways loving my seat on the a380 product T_URL """
Others,""" singapore airlines shot by T_URL """
News,"""_____@leemelbourn: mh370 passenger's family sue malaysia airlines and government T_URL """
Others,"""singapore airlines boeing 777 T_URL """
Rant,"""c'mon @british_airways your bag drop queues @edi_airport once again an embarrassment. no queues @ryanair. T_URL """
Query,"""@singaporeair how can i find out if my friend has boarded the plane? she is travelling alone 4 1st time &amp; not heard from her! """
Rant,"""@samueljr @british_airways lol...that is rather strange """
Query,"""@british_airways are you any closer to answering my relatively simple enquiry? 27 days now. must be busy in complaints. """
News,"""[the guardian] mh370 passenger's family sue malaysia airlines and government T_URL [united kingdom] """
Ads,"""it_____s an ad for british airways, but it_____s really cool to watch. paris/nyc: T_URL """
Query,"""hi @british_airways can you tell me why the 1600 lhr to las vegas for tomorrow is showing as delayed? thanks """
News,"""bigtimel is now in the inflight magazine of cathay pacific and dragon air T_URL """
News,"""british airways a320 landing at raf gibraltar this afternoon T_URL """
Rant,"""see you soon berlin @lufthansa @lufthansa_usa @airberlin @etihadairways @emirates @klm @british_airways... T_URL """
Rant,"""@airliners_net do not fly by @british_airways in the evening through london-heathrow by connecting flights. T_URL """
News,""" british airways' a380 to singapore launched: it was a super-jumbo job fit for a super-star as ho... T_URL """
Rant,"""rt @barcelonaio: at least @edreams seem to be getting back on track T_URL """
Rant,"""ba is a felon symbol. b is british airways. a is american airlines. they are capable of knowing how tall the passenger is via data sharing. """
News,"""malaysia airlines sued by two boys who lost father on mh370 - south china morning post (subscription) ... T_URL """
Rant,"""@british_airways early morning in tlv!! T_URL """
News,"""singapore airlines fly's to the top with its excellent find out how here: T_URL T_URL """
Rant,"""@british_airways statistically ba probably has less than 5% of it seats available for avios, unlikely to really find a seat, it is a con. """
Rant,"""@zumbruk @british_airways brilliant choice! everyone should see medical oddities at some point! """
Others,"""especial oneworld ________ 9) operator: cathay pacific registration: b-kpl model: boeing 777-367(er) engine: general... T_URL """
Rant,"""@british_airways done. and sent the number! """
Ads,"""@cathaypacific @boeingairplanes @airbus cathay pacific celebrated 40 years of service to sydney last week. T_URL """
Ads,"""funny @nypost video: why flying first class on @singaporeair for 1 hour ruined my life @declangmurphy T_URL via @drjborin """
Ads,"""@british_airways thank you so much for serving us for 9 decades..its time to celebrate T_POS_EMO """
Ads,""" cabin crew (heathrow) - british airways - belfast: driven by a real team spirit, you and your ... T_URL """
Ads,"""british airways: cabin crew (heathrow) (scottish borders, ) T_URL """
