category,text
Others,"""i flew with @cathaypacific. T_URL """
Rant,"""singapore airlines pps connect now available T_URL from superadrianme """
Others,"""@british_airways it is ok. sorted. """
Others,"""@british_airways me as &amp;my friends as my followers,my T_URL """
Rant,"""pretty neat sequence of @mas planes heading east. T_URL """
Others,"""@british_airways thanks for getting back to me, there were a few complaints on board about it. """
Ads,"""homeward bound. whirlwind trip but well worth it. (@ british airways first lounge in jamaica, ny) T_URL """
Others,"""win tickets to london and a chance to feature in the high life magazine. join @british_airways &amp; share celebration pics with """
News,"""rt @michellechaplow: so good to see @laudenchocolate on my flight to san francisco with @british_airways T_URL """
News,"""rt @cranfielduni: british airways delivers a new cranfield facility: cranfield university has an impressive new research and tea... T_URL """
News,"""malaysia airlines special deals to kuala lumpur 2014 dear valued partners, malaysia airlines is... T_URL """
News,"""@netappapac fat burn running team ready for takeoff at singapore airlines 10k carity run. T_URL """
News,"""* british airways owner iag raises profit forecast on T_URL """
Others,"""british airways owner logs q3 profit rise - sky news australia T_URL """
News,"""@aircraft32 @mt111tmd123 @british_airways @planegeek_x here is a schedule - T_URL """
Rant,"""rt @binkstweet: british airways owner iag sees quarterly earnings jump 30 percent T_URL """
News,"""this year for halloween i'm going as malaysia airlines. i'm just gonna hide all night """
News,"""updates on mh370: indonesia alerted 'floating debris' of missing malaysia airlines plane may wash up """
Rant,"""rt @grootconstantia: in singapore groot constantia cab sav + gov res red + blanc de noir @singaporeair T_URL """
Rant,"""@clairerdxb @heathrowairport @british_airways new york! if i do not burst with excitement before then. first actual proper holiday in 3 years """
Others,"""@british_airways bag retrieved in lost and found! 200 bags arrived at airport but systems failing to locate passengers. comedy of errors. """
News,"""@british_airways walking in the market &amp; clicking pictures of what you like to see is simple time T_POS_EMO T_URL """
News,"""rt @chinditsdefence: fstc (flight simulation technique centre) signs an agreement with tata-singapore airlines for pilot training """
Others,"""british airways flight forced to veer off course by spanish military jet as it comes into land in____ T_URL @rarasathie_ """
Rant,"""@british_airways celebrated my uncle &amp; aunt's 50th wedding anniversary with a grand party T_URL """
Others,"""@safesecs @british_airways heard nothing either, had to waste all day buying things like a hairbrush and knickers. """
News,"""rt @carcrazy007: @british_airways my cousin sister's daughters celebrating diwali T_URL """
Rant,"""gulf news two boys, ages 11 and 13, sue malaysia airlines over missing jet: malaysian family of mh370 victim s... T_URL """
Ads,"""dear @singaporeair why are the seat belts longer on older planes and shorter on newer planes? """
Others,"""@gilessingh join @british_airways in celebrating 90 awesome years. you can fly to london for free. send your entries using """
Rant,"""like photo by @av1ation happy 68th birthday to cathay pacific ________________here is a cx boeing 777-367er (b-kph) about to t... T_URL """
Rant,"""@singaporeair your app is still not fixed for iphones where trip details are not automatically saved for offline use. T_URL """
Others,"""@richardbranson yawn. ba kick your backside for service. @british_airways """
Rant,"""the temporary singapore airlines business lounge in manila at terminal 3. no new sparkling lounge yet.____ T_URL """
Ads,"""@almurray british airways emailed me at 7:47________ """
Others,"""want to win a free ticket to london, then do check out the contest from @british_airways """
Others,""".@british_airways well done! __________________ next stop: @fairmontsf for fun! ______ ______ ______ best, T_URL """
Others,"""rt @a380fanclub: a380 @british_airways xled @edingtonsarah: T_URL """""
Ads,"""rt @carcrazy007: @british_airways attending my cousin brother's marriage in india. T_URL """
News,"""guys it is time to join in the contest to win tickets now ______ @british_airways """
Others,"""cathay pacific airways unveils new logo!!! T_URL """
News,"""rt @carcrazy007: @british_airways celebrating my sister's birthday when we were kids T_URL """
Rant,"""singy 15.12 stock charts $singy singapore airlines ltd. ads (otc) last updated: 10/20/2014 14:39:55 singy stoc T_URL """
News,"""@british_airways will i get compensated for the days of my holiday that it had cost me, finding a new gown etc. """
News,"""malaysia airlines ( mas ) cabin crew interview process and stages - ( updated version - 2014 ) bismillah T_POS_EMO """
Rant,"""rt @airtransportnew: it appen today: singapore airlines, qantas, emirates, oman air ranked as best airlines for ... T_URL ____ """
News,"""@british_airways now that the sc has given its ruling on the jet2 &amp; thomson appeals (ec 261/2004), please advise on next steps re my claim. """
Rant,"""first lawsuit filed in flight mh370 disappearance incident: two malaysian boys sue @mas, govt over loss of father T_URL """
Rant,"""@boyeaj it is officially going to happen ___________ _________see you soon @british_airways____ ! @ldn here i come! _______ """
Rant,"""@british_airways does not need a gwyneth paltrow ad, however good it may be. it needs to stop losing its clients' baggage. """
News,"""@british_airways it is prague, where i am flying to, except i wanted to change my time &amp; you want 180gbp for that,nearly twice easyjet fees.. """
News,"""two young boys who lost their father on mh flight 370 are suing malaysia airlines and the government: they wan... T_URL """
News,"""what really happened to malaysia airlines flight 370? did it... """
Others,"""see how it feels to travel in a $23,000 singapore airlines suites class: T_URL T_URL """
Rant,"""@british_airways best airway came up with a best contest do participate @rajasathyan """
News,"""@british_airways am going to fly abz to lhr followed by lgw to pfo, how automatic is baggage transfer, or do i pick up and check in myself? """
News,"""malaysia flight search area is up to 2.2 million square miles - the search for the missing malaysia airlines... T_URL """
Others,"""the malaysia airlines joke?!? """
Others,"""rt @emmadeenz: most impressed with the reading material in the @cathaypacific lounge @heathrowairport. roll on @movemberhk! T_URL """
News,"""@british_airways @itsmarcroberts hi linz """
News,"""malaysia airlines has offered family members $5,000 for each passenger aboard flight 370."" via """""
News,""" - a british airways flight was forced to veer off course by a spanish military jet as it came in to land____ T_URL """
Rant,"""@andrewjenks you are not on singapore airlines suites!!?? """
News,"""10 flights in 33 days eugh but love that the @mas safety video is also in sign language """
News,"""oh. cathay pacific has done a brand refresh. new logo too. T_URL """
News,"""singapore airlines gets inflight internet T_URL """
News,"""world-children suing malaysia airlines T_URL """
Ads,"""rt ..@guardianworld: passenger's family sue malaysia airlines and government T_URL """""
News,"""rt @mehekmahtani: celebrations are part of life! share your celebration pics and videos &amp; you can fly to london with @british_airways """
News,"""malaysia airlines flight mh17 shot down by military plane, not missile, says russian tv film [video]T_URL via @theinquisitr """
News,"""mh 370 search back on but will take 'months': the hunt for missing malaysia airlines flight 370 in ... T_URL """
Rant,"""rt @johnvandertol: alert to indonesia to be on lookout for floating wreckage mh370: T_URL T_URL """
Others,"""@british_airways can you share any plans when the flight to/from hannover will move from lhr t1? """
Rant,"""singapore airlines suite class in a380... T_POS_EMO T_URL """
Rant,"""rt @dannyharts: @jordanbrew @coachkeff british airways always delayed ____ """
Rant,"""@british_airways $275+25 to change a flight that only cost $486!?! you are not encouraging me to keep flying ba! """
Rant,"""@staronline advertising technique! victims are not only business! @mas ignored the warning about a single customer terror and the """
Rant,"""@mas is it compulsory to show my id when check in at the airport bcs i lost my id.is there any other options ?i need instant clarification. """
Rant,"""@british_airways yes- do you have an email i can contact """
Rant,"""@british_airways for ba0988 flight, booking reference 5drc63, what is my baggage allowance (check in + cabin) T_URL """
News,"""rt @eskihalim: @mas malaysia airlines you told me to e-mail the issue to your social media team and i did. will you answer this tweet same ____ """
Rant,"""rt @tormead_chemist: four paws off the ground with british airways then mole lands on a meteorite...... T_URL """
Others,"""@viicttorriaam you are aware that they are still missing malaysia airlines 370 which happened recently, not 70 years ago? probably worse """
News,"""@firdyfire i agree! @saladinmy @datukhensem @syafiqsec @mas @malindoair @flyfirefly @najibrazak """
Ads,"""new: no annual fee on 50,000 british airways avios offer - T_URL via chrisguillebeau """
Others,"""@mohitraj take part in this grand event of @british_airways celebrating 90 years of flying in india &amp; win tickets to london """
News,"""@british_airways biggest fountain chocolate cake for engagement celebrations of a friend. T_URL """
Rant,"""i'm at cathay pacific first class check-in in hong kong T_URL """
Rant,"""@british_airways sadly we were not giving a baggage reference number last night. what do we do now? """
News,"""i love british airways, they only way i am flying to london in late january 2015. c this: T_URL """
Ads,"""_____________________ @ciplukndutz: cc @shaninurhadi ""@indoflyer: cathay pacific new logo T_URL """""
Others,"""a grand opportunity for winning air tickets! tweet your celebration pics to @british_airways """
Rant,"""@british_airways @mark_mowbray very cool livery! """
Rant,"""very very 1st worldy problem: but geez the singapore airlines gold lounge is a disappointment - not even bathrooms! """
News,"""@mas transaction however is successful on the payment pop-up. itinerary not received. no record found in the account too. """
News,"""singapore airlines 777-200er landing at paderborn: T_URL via @youtube """
Others,"""confession: i was scared to death while flying malaysia airlines. """
News,"""one night....and we will fly @british_airways , from amsterdam, through london to @new york! @nycmarathon here we come! T_URL """
Rant,"""sold 21,271 shares of singapore airlines ltd(sgx:c6l) @ sg$ 10.02 via @tradeheromobile """
News,"""@british_airways would you comply with article 10 of this eu law if you downgraded a passenger at the airport? T_URL """
Rant,"""khazanah calls restructuring advisers for malaysia airlines T_URL via @iiswc """
Others,"""you should watch what british airways did to me @niluthedamaja @badgyalbecca @cityjet T_URL """
Others,"""off to riyadh tomorrow. smooth journey, please, @british_airways """
Rant,"""see you next stop is ^_^ | @mas T_URL """
News,"""@british_airways arrived in hong kong with no luggage, no one has any idea whats going on. """
Rant,"""bbc news - could concorde ever fly again? no, says british airways T_URL """
News,"""@keitheadams @british_airways are you traveling coffin class? """
Rant,"""rt @planeinsight: cathay pacific reveals plans for airbus a350's business &amp; first class T_URL """
Others,"""@british_airways have lost my friends luggage worth thousands and wont help """
News,"""@british_airways celebrating arrival of this bundle of joy..two women who complete my life T_URL """
Rave,"""@iamnikhan ____my sister in fly air brunei darussalam , me fly air china's in cathay pacific international """
News,"""@british_airways thanks for the upgrade, nice surprise at the gate. decent flight too """
News,"""why british airways is pairing pop songs with its in-flight meals @oscarraymundo T_URL T_URL """
Rant,"""himco products morning security brief: suit filed over missing malaysia airlines flight, eu holds a cybersecur... T_URL """
Rant,"""@googletravel do not fly by @british_airways in the evening through london-heathrow by connecting flights. T_URL """
News,"""it gives you the holiday feeling when a @british_airways 767 is operating your domestic flight. makes a change from the narrow bodies. """
Ads,"""breaking ba owner upgrades profit forecast: the parent company of british airways, iag, upgrades its... T_URL """
News,"""@gaurangbhardwa1 gr8 chance to win free ticket to london ... share your celebration pics with @british_airways hurry up... """
Rant,"""non-conformity: giveaway: cathay pacific first class sleep suit T_URL """
Rant,"""@british_airways my gfriend just arrived at hrow with ur partner aa from charlotte.no food(forget her veg meal) and offered water once(cont) """
Rant,"""i suppose pistorius must be praying tonight that either al-shabaab, malaysia airlines or a wayward russian sub can spoil tomorrow's party.. """
News,"""@british_airways but why would you do that? it just seems designed to cause inconveniance to customers. so much for we fly to serve""... """""
Rant,"""malaysia airlines sued by two boys over flight 370 - the economic times T_URL """
Rant,"""@singaporeair which airlines does not allow 2 kgs excess baggage on an international flight? singapore airlines at melbourne. """
News,"""@richardbranson that is some proper trolling. thought you were above that. i trust @british_airways will not rise to the bait. """
News,"""gwyneth paltrow makes plane seat her red carpet in british airways... new on T_URL """
Rant,"""20140717 missile downs malaysia airlines plane over ukraine, killing 298 (01) T_URL """
News,"""british airways should do something similar with doctor who. """
Rant,""" alert: look out for debris T_URL """
Rant,"""@british_airways i will give you a call at 9 when you open to sort something, i think calling from abroad is meant to be quite cheap now? """
Rant,"""@british_airways i'm not sure if it was you or the ever awesome french customer service at charles de gaulle, but today has not been awesome """
Others,"""@sjesus13 @british_airways i hope they get suitably compensated """
Others,"""at singapore airlines lounge _____ T_URL """
Ads,"""@singaporeair @lonelyplanet congratulations !!!. we always felt home.we travel frequently to sg and hoping to be there for christmas. """
Rant,"""rt @atheist_krishna: want a free ticket to london,just share your celebrations pictures with @british_airways by using gr8 o____ """
Rant,"""@british_airways as our cases did't arrive from london with us to barcelona,if we buy a few essential items can claim these back somehow? """
News,"""@british_airways when people enjoy the food you make """
Others,"""@paulbranditv @angusmacneilmp i wss told at cathay pacific 7's if a big bomb went off in crowd hong kong would have to essentially close. """
Others,"""this is not really the route @singaporeair flew from singapore to bangkok T_POS_EMO T_URL """
News,"""rt @jodieswallow: . @jamescunnama and i flying home 2night to cpt with @british_airways after an amazing summer. this is a shameless suck u____ """
Rant,"""the underwater search for missing malaysia airlines flight mh370 has now covered an area five times the size of lake tahoe, officials... """
News,"""@british_airways bags arrived 11pm. """
Others,"""the foreign office confirms the body of john alder, one of 10 britons killed in the malaysia airlines crash, has been identified. """
Others,"""fun never stops. 'missed approach' (aborted landing) at @londoncityair &amp; a divert to gatwick. lets see what happens next, @british_airways. """
News,"""new post: british airways, from time to time works out promotions where they offer travellers in the club worl... T_URL """
News,"""rt @freqbiztraveler: singapore airlines a380 hits turbulence, 22 injured T_URL @flyertalk """
Others,""" singapore airlines a380 hits turbulence and 22 people are left injured: ____ a statement say... T_URL """
Others,"""aldric from @cathaypacific and the (very sweaty!) frontier team post- care charity run. go us! T_URL """
News,"""@british_airways congrats for big achievement !! so excited to be part of celebrations ! hope to win T_POS_EMO """
News,"""rt @thehindu: two boys sue malaysia airlines over flight mh370 T_URL """
Rant,"""celebrate the launch of british airways' airbus a380 to singapore with the help of the world's most precise 4d... T_URL """
News,"""massive check in queue at edi. have boarding pass but also bag. @british_airways on a saturday clearly a bad idea. """
News,"""ukraine not answering queries on mh17: the ukraine has not replied to a single query on malaysia airlines flight____ T_URL """
Rant,"""ahh can see a british airways plane! """
Rant,"""@british_airways....... ba should stand for broken airline! never get through on the phone...... pinnacle of aviation now is @easyjet """
Others,"""@british_airways waiting for 25 minutes for luggage. still not there ba953 """
Others,"""celebrating the loveliest of all bonds ever! a proud grandma-granddaughter moment! ^_^ @british_airways T_URL """
Ads,"""lax - alaska air from fairbanks to lax and checkin on cathay pacific to hk - hi thanks for your response. will i... T_URL """
News,"""u can share celebration moments in pics, videos etc. with @british_airways for chance to win tickets to london! """
News,"""@british_airways my children playing with some bugs and roaches.. T_URL """
News,"""T_URL &gt;&gt; british airways flies into bilbao for early 2015 .... T_URL """
Rant,"""rt @juliagoyer: what it is like to fly the $23,000 singapore airlines suites class T_URL """
Rant,"""rt @simonstorvik: dear @british_airways. why do you continue to hand out the @dailymailuk on your flights when their stories are xenophobic____ """
Rant,"""sad my beloved @british_airways are failing @twentygototen and @bmm1977 T_NEG_EMO """
Rant,"""rt @bmm1977: .@british_airways premium economy apparently has power to allow you to work... ba power adaptor needed, but not sold onboard. ____ """
Rant,"""rt @travelistajess: our last night in malaysia, what an incredible 5 days. so blessed to have this experience &amp; cannot wait to blog all abou____ """
Rant,"""really, @british_airways? 85 ml juice as complimentary drink? you would better give nothing that calling as cheap. T_URL """
Rant,"""@british_airways shocked by appalling customer service. changing plans for next us flight after son's poor experience &amp; derisory custservice """
News,"""@british_airways the lady @ nice airport was poor with her if it arrives after 8 we cannot get it to you """
News,"""rt @a380fanclub: on oct 25 2007 the a380 made her 1st commercial flight: @singaporeair to sydney. T_URL """
Others,""" malaysia airlines mh370: debris field could be found 'any day' though unlikely: malaysia airlines f... T_URL """
Rant,"""rt @capellasin: rt @sanjeevkapoor: at capella in singapore, a picture of absolute serenity! @singaporeair T_URL """
Others,"""chloe @british_airways did not help T_NEG_EMO headline for newspaper ba goodwill gesture "" """""
Rant,"""getting more excited about the this time with @british_airways sound bite T_URL T_URL """
Rant,"""@british_airways and then no doubt we will have to fight ba for compensation for the clothes etc we having to buy. not mention time wasted! """
News,"""@british_airways hi, i've been waiting since weds for a response to this (and 5 weeks for a refund) _____ any chance someone can ring me asap? """
Rant,"""uk: the ship inn, rye - travel tips and inspiration - british airways high life T_URL via @british_airways by laury smith """
Rant,"""@british_airways i did have a few issues with the website which i have sorted , however if i book with cash and upgrade with avios ...1/2 """
News,"""@british_airways just booked to fly club to vegas next year from lgw, and notice lgw is a terraces lounge, what the diffrence from galleries """
Rant,"""rt @mh370news: malaysia airlines australian authorities warn wreckage likely to 'wash ... - international business times... T_URL """
News,"""i've clearly been using the wrong airlines! T_NEG_EMO @winesearcher @cathaypacific T_URL """
Rant,""" *news: airlines in the news again! an aussie woman in flight T_URL """
Rant,"""@british_airways i will appreciate if someone can get my bags on first flight to pittsburgh from newark, need it for meeting first thing tom """
News,"""@billybombit @matt_wacka @british_airways actually weeing my pants! """
Rant,"""dutch authorities announced that 284 of the victims of the crash malaysia airlines in ukraine were identified... T_URL """
Rant,"""still stranded on the @british_airways plane 20 mins after landing. good old @heathrowairport ground ops! """
Ads,"""@singaporeair helllo im from holland , and i have question do you have keycords i'm saving them from all airliners i have 10 it is aquestion """
News,"""come on friends follow @british_airways 90 yrs celebration in india. you can win a trip to london. send your entries using """
Ads,"""how can you leverage the same branding tactics as singapore airlines for your business? T_URL T_URL """
News,"""@subuhij an awesome chance to win free tickets t london ! share your celebrations with @british_airways """
Others,"""bear in her @british_airways sleep mask T_URL """
Rant,"""rt @mintybabay: @british_airways my sister and i are each others life.this pic speaks a thousand words it spreads love! T_URL """
Rant,"""@british_airways you there sam? """
Others,"""@singaporeair england's customer service awful, asks for singapore office to contact, nothing in days. stick with emirates, if going east! """
Rant,"""oh dear lord. brace for a ton of posts about the amazing british airways visa card next! """
News,"""@british_airways still no bags, in nairn, ths says eta was 30 mins ago. help! no one is picking up their phones """
Others,"""cathay pacific babyyy. _______ """
News,"""@mas hi. i'm looking for a plane. """
Rant,"""rt @nzaircraft: singapore airlines 777-300 taking off from christchurch T_URL """
Rant,"""@british_airways we missed our air lingus to heathrow to connect to la can someone call me? """
Others,"""@british_airways @sim_dol @laerdal_uk@manikin_mark nice touch from ba tweet to apologise! """
Others,"""i am delighted with my interview and images in november_____s issue of _____silverkris' singapore airlines inflight magazine. T_URL """
Rant,"""@anahitairani1 @british_airways its fun to capture happy moments T_POS_EMO """
Ads,"""@british_airways still no bag despite assurances it arrived in country more than 12 hrs ago. """
Others,"""share your celebration pictures with @british_airways and win tickets to london ____________ """
News,"""the radiant @gwynethpaltrow floats above @marinabaysands as part of a @british_airways promo. T_URL T_URL """
News,"""malaysia airlines sees first lawsuit on missing flight T_URL T_URL """
News,"""rt @mehekmahtani: @british_airways partaking an akhand path in the holy gurudwara, isle of peace in life T_URL """
News,"""global: malaysia airlines sued by 2 boys over flight 370 T_URL """
Others,"""singapore airlines online cataloging - insomuch as high out of sight breakneck emotional shade: undaeao T_URL """
Query,"""rt @glennelliott: on @british_airways ba0183 and very excited to be on way to nyc for vacation and hello to @rewardgatewayus. @ksibast is r____ """
Others,"""@british_airways hi. can u arrange internal flights within usa. """
Rant,"""@ant2312 @flightradar24 @british_airways most definitely, except when it comes to the a318 babybus ______________ """
News,"""@jonbenjamin19 @thei100 how about this-what some folks in ghana think about london and @british_airways T_URL """
News,"""the search continues for the missing malaysia airlines flight 370. T_URL """
News,"""rt @timessport: tragic story of the newcastle fan killed on malaysia airlines flight mh17 @caulkinthetimes T_URL T_URL """
News,"""thx @singaporeair for the extra legroom from bangkok to singapore. 1st leg of homeward journey T_URL """
Rant,"""british airways _____ $1,062: los angeles _____ mauritius. roundtrip, including all taxes T_URL via theflightdeal """
Rant,"""not sure what is happened to @virginactiveuk over the past years. not what they used to be! should check out @cathaypacific for some tips. """
Others,"""@krafty_kuts @british_airways i've been unimpressed by ba a few times..use virgin for the states now """
Ads,"""@cathaypacific lounge in jkt is dirty... """
News,"""@divyatawde share your celebration clicks with @british_airways &amp; stand a chance to fly to london! is here to make you win big """
Others,"""flyin' first class on singapore airlines ruined my life T_URL """
Rant,"""______ ______ (with dipha barus at singapore airlines lounge) _____ T_URL """
Rant,"""@british_airways cancelled again to lcy. you sill only have two people on your customer service desk yet the queue is vast. get some more on """
Rant,"""@british_airways epic fail in 1st class on saturday's flight from lhr to san. never again!!! flight from hell """
News,"""@louisehooton i feel for you, my colleague @slboot has been 11 days without luggage since @british_airways lost it. it is ridiculous! """
Others,"""a look at how @cathaypacific, @united, and @virginatlantic choose their wines for inflight service: T_URL """
Query,""" @british_airways g-civv b747 arriving dfw dallas, tx usa 11/01/2014: T_URL """
Rant,"""@pprokop pls could you drop us more details (incld booking ref) at sq_social@singaporeair.com.sg? we will try our best to assist you, tks. """
Rant,"""@british_airways i can understand data protection but cannot understand incompetency &amp; lack of information. no luggage, no news. """
News,"""@british_airways please do &amp; actually sort edinburgh bag drop out so i &amp; many others will not need to tweet you again. gareth's your guy there. """
News,"""[tv nz] malaysia airlines 'will definitely survive' - commercial director T_URL [new zealand] """
Ads,"""malaysia airlines flight mh17 _____ what really happened?: three months after the loss of___malaysia airlines flight... T_URL """
News,"""tweeple! u can fly to london by just sharing your celebration pictures with @british_airways . it is so simple. start now """
Rant,"""rt @destinasian_mag: .@singaporeair now popping the exquisite champagne aboard its business class T_URL T_URL """
Rant,"""@thedailyout @british_airways nowhere. i have not had a holiday. """
Others,"""@british_airways you know i love you, but why sell vueling as a ba flight... i'm only 5'11 (with bruised knees) T_URL """""
News,"""en route again this morning, this time off to scotland with @british_airways """
Rant,"""british airways appreciating indian market: it seems like a logical decision - with the number of people that they____ T_URL """
Rant,"""@mas which cdg terminal will mh20 passengers disembark from? why cannot mas print the terminal no. on its etickets? """
News,"""@british_airways 20 min since my first tweet, not enough time to acknowledge that you got my tweets? """
Rant,"""rt @hiddenfcts: singapore airlines have a designated space for anyone who may die during the flight. """
Rant,"""@mas but d money deducted already so i called &amp; d guy said it is fixed now &amp; he will send an itinerary online but nothing came (2) """
Rant,"""rt @deshobhaa: british airways paid victoria beckham 1 cr. for losing baggage. indian passengers in the same boat get zero !! shame on ba. """
Rant,"""@singaporeair is there any chance of getting some extra baggage kg's for when i fly to world champs with you next week? """
Rant,"""@british_airways she already answered my questions and needed to end the call."" 2/2 explain this to me. """""
Others,"""@british_airways indeed! thank you and wish the same for you too T_POS_EMO """
News,"""good morning"" foursquare tip @mas T_URL """""
Rant,"""@cathaypacific marks the 40th anniversary of nonstop flight to sydney T_URL T_URL """
Rant,"""@british_airways hi, i'm trying to check in via my mobile phone, but keep getting an error message, is there a problem with your system? """
Rant,"""@singaporeair any news on my email request? i am starting to worry here. """
Rant,"""@iamgunjangrunge thanks, already doing so with @british_airways T_POS_EMO """
Rant,"""@cathaypacific @dennisowen just visited the updated cx website. it looks good. cannot wait to see the design at the airport, lounges, planes. """
Rant,"""@british_airways best airline food we have had in years ba0632 on 271014. also grateful for spare veggie meal for my wife. """
Ads,"""@singaporeair i spoke to london office. they will not match. i prefer to fly with you, but looks like i need to book with cheaper competitor. """
Others,"""share your best moment pictures with @british_airways you could be the lucky one flying to london """
Rant,"""@adsfxx wah can join singapore airlines already _______ """
Ads,"""@british_airways b = bloody a = awful ! """
Rant,"""@niks27_shah join in the grand celebration as @british_airways celebrates 90 yrs of flying to india """
Rant,"""@benmurphywardel @didim_93 then get another malaysia airlines plane to heathrow """
Rant,"""@british_airways. why has it taken almost 30 minutes to deplane ba 226 at lhr onto a shitty bus in the rain? """
News,"""@british_airways already checked in with boarding pass, how can i change my seat? many thanks. ^lw """
Rant,"""singapore airlines' success is more from the quality of its staff and service than its aircrafts' features T_URL """
Others,"""@british_airways are barcodes on your luggage tags just decoration? parents in rome luggageless since 26th and are leaving for a cruise! """
News,"""@british_airways its time to celebrate everytime you eat a red velvet cupcake T_POS_EMO T_URL """
Others,"""rt @wittier: rt @wittier9 children sue malaysia airlines 8 month... T_URL | T_URL T_URL """
Rant,"""@singaporeair oh! thanks ! high loads? ! _______ """
Ads,"""@british_airways @justinrose99 does he have his luggage? lucky boy. """
Ads,"""get a chance to get tickets to london and featured in the high life magazine so join now @british_airways """
News,"""your celebration pictures can take you to happy times in london. follow @british_airways and share your memories with now! :d """
Rant,""" developing: malaysia airlines flight 370: indonesia 'on alert' for plane debris washing up on shore - T_URL """
Rant,"""british airways card now with no annual fee for the 1st year T_URL """
News,"""@americanair @cleo_bancrofti if it were a malaysia airlines plane costume would be awesome. """
News,"""not seeing her for a rock it,"" more a ""better than you smirk."" @huffingtonpost gwyneth paltrow rocks it in new british airways ad """""
Rant,"""world malaysia airlines flight 17: russian report says military aircraft shot mh17 down: malaysia airlines flight____ T_URL """
Rant,"""@singaporeair - even your airport manager would not help. i remember the days when you were actually a good airline. """
Rant,"""and like the new @british_airways euro cabins... but tight seat pitch. ipad slot works well. T_URL """
Others,"""big thanks to @british_airways for ensuring your passenger's safety and making sure julius did not get____ T_URL """
Others,"""by @assafb malaysia airlines | boeing 737-8h6 | departing to kul ina wet runway ______ T_URL """
Rant,"""i liked a @youtube video T_URL orig.rchelijet_____ ferngesteuert gigantic a-380 singapore airlines peter michel hausen """
Rant,"""@british_airways considering i should have been in dublin by now and not still sitting at lhr. it is a big inconvenience """
Others,"""@british_airways your response is unsatisfactory. we lost 1 night&amp;day from our holiday as well as the issues highlighted. """
News,"""singapore airlines 747 cargo aircraft coming towards the north west as is virgin dreamliner which will land at manchester at some point """
News,"""malaysia airlines: 'islamic customs' on flights would stop mh370 and mh17 tragedies, says columnist T_URL via @theinquisitr """
Rant,"""search for mh370 could take 'decades': malaysia airlines - the economic times T_URL """
Rant,"""the last three announcements: british airways fli-"", ""ladies and gentlemen may i have your attention ple-"", ""good evening l-"" -_- """""
Rant,"""12hr flight back from tokyo on an old @british_airways 777 with no sockets to power a laptop &amp; no tv's working anywhere on the plane """
Rant,"""@cathaypacific your new premium economy class is great. flew from jfk-hk-cebu, phklippimes and back last week. """
Rant,"""night flight to - - hear it now: T_URL @british_airways """
Query,"""rt @jonny_smash: @barneteye gutted for you rog, sat in the lounge, drinking that free champagne. @buzzinghelen @british_airways """
Rant,"""@british_airways also, can you follow so i can dm the details? """
News,"""@british_airways you will not be able to see url from fb as we are not friends. here's screenshot T_URL """
News,"""singapore airlines flight 006 - caution to the wind T_URL """
News,"""T_URL @hartfordcourant &amp;malaysia airlines flight mh17 possibly downed by another plane: report T_URL """
Rant,"""cathay pacific relaunch powerful yet simple new brand___image T_URL """
News,"""waiting for my @british_airways flight to dallas. i need a starbucks asap and to not hear anymore taylor swift. ______ """
Others,"""@mh370news malaysia airlines flight according to psychic visions that guided by the holy spirit: T_URL """
Rant,"""rt @pcsolisabristol: love this window seat view from @british_airways T_URL """
Others,"""this is the double bed you sleep on if you fly for $18,000 with singapore airlines T_URL """
Others,"""hello. @briangibbon please write a report re: @british_airways T_URL view other reports: T_URL hp """
Others,"""@londoncityair @british_airways @harryharrad @ops_4 sunny afternoon departure T_URL """
Others,"""@mark_mowbray @british_airways @nclairport @northumbriaheli @mark_aviation @philmhills mark its a 100 model :o nice one , that is made my day """
Ads,"""@tomchilton_ @huffsport @mailonline @tmobile @sebastienloeb @yvanmuller @british_airways cattle class i see """
Rant,"""rt @oye_gujju: fly to london,just share your celebrations pictures with @british_airways by using great opportunity """
Others,"""@british_airways and have to wait another two weeks to see if anyone will actually give a satisfactory response to my questions? """
Rant,"""back @gla_airport and ready to leave with @british_airways T_URL """
Rant,"""rt @pauldmather: p.s. if @british_airways cannot get the bag to mumbai airport before our 0030 bangkok airways flight you can buy her a new ____ """
Others,"""@british_airways well yes, but actually it was a nice change. crew always a pleasure to fly with """
News,"""@tonpx @londoncityair @cityjet @british_airways @ops_officer @mr_b_1989 @harryharrad...good pics """
Others,""" british airways boeing 747-436 g-bnlp takeoff: london heathrow to houston - ba 197 T_URL """
Rant,"""@british_airways first time celebrated halloween in my office. felt really great. T_URL """
Rant,"""@heathrowairport so saturday 25th oct we flew to new york with @british_airways. your airport caused much inconvenience with our bags...con """
News,"""your club europe service is lacking, @british_airways. 3 celery sticks and 3 carrot sticks is not a starter. an apple is not a dessert. """
Others,"""malaysia airlines sued by 2 boys over flight 370 kuala lumpur, malaysia _____ two malaysian teenage b ... T_URL """
Rant,"""i'm at singapore airlines (sq11) lax-nrt in el segundo, ca T_URL """
Others,"""@british_airways thanks again for your superb service. so happy to fly with you. this boac junior jet club member is still flying the flag! """
Rant,"""@british_airways @nehachawla_ congrats T_POS_EMO """
News,"""apparently @british_airways passengers will not do as they are told without stickers T_URL """
Others,"""@british_airways eats shoots leaves and flies """
Rant,"""@british_airways prague, czech rep. charles bridge. """
Others,"""@rugbybencohen @british_airways have a 'nice' time! bet that ones never been said before ____________ """
Rant,"""@samyboy88 @british_airways where are you looking to go sam? T_URL """
