News,"""""@ascorrespondent: has lost two planes this year,sends thoughts to relatives @mas"""""
Rant,"""t @connielouise06: @singaporeair have made me so angry_迓太迓绦迓踏 they have done nothing to help my mum and dad get home and have made our goodbye e迓蘝迓蘝_"""
Rant,"""t @connielouise06: @singaporeair want be flying with them again"""
Rant,"""t @connielouise06: @singaporeair was speaking your colleague lolark jaranve at 10:40 and he has told us there is no flight till the 7th ja迓蘝迓蘝_"""
Rant,"""t @connielouise06: @singaporeair we have emailed you and waiting for a response lets hope there as good as people say and help us get on t迓蘝迓蘝_"""
Rant,"""t @connielouise06: cannot believe how unhelpfully @singaporeair are being, cancelling a connecting flight on a different day and not helpin迓蘝迓蘝_"""
Rant,"""t @crypticanswers: food for thought...""book the cook"" meals available on board @singaporeair. tried it yet? T_URL"""
Rant,"""t @davehorsey: and so onward to shanghai for the praying @singaporeair are kind with their baggage policy these days"""
Rant,"""t @dealgurusg: 48-hour special! bangkok getaway! 2-way air ticket by singapore airlines - includes 30kg check-in luggage + 7kg... T_URL"""
Rant,"""t @dprakoso: flew @singaporeair sq218 &amp; 950.mel-cgk.@samsonite broken into, empty box ripped, broken lock.betting it was @cgk_ap2 T_URL"""
Rant,"""t @dr_adelkhalifa: since 2004, the longest long-haul flight was the singapore airlines from newark to singapore, which takes 18.5 hours vi迓蘝迓蘝_"""
Rant,"""t @dr_mel_thomson: @davidjtwomey i'm loyal via @singaporeair to @virginaustralia...they better give me my points for this flight!"""
Rant,"""t @erinbury: wow - @jeremygutsche charged $1,200 for using the in-flight wifi on @singaporeair. T_URL"""
Rant,"""t @filamc: @singaporeair please give me feedback re: my damaged luggage... thank you so much for the help! T_POS_EMO"""
Rant,"""t @flight_net: bt to enhance @singaporeair' customer service T_URL"""
Rant,"""t @flightcentreau: @rogermthomas10 we have a strong relationship with @singaporeair. we noticed the error, and alerted them in good faith.迓蘝迓蘝_"""
Rant,"""t @francescadonner: passenger stuck with $1,171 wi-fi bill on singapore airlines. should he have to pay up? T_URL via @ws迓蘝迓蘝_"""
Rant,"""t @frankpangallo: @singaporeair @bloodhoundau well you better wake him up because it is nearly midnight."""
Rant,"""t @georgeous097: @singaporeair @funkycoldjimina hi sq. i was given an a380 model ac a few months ago by one of your team. i was cleaning i迓蘝迓蘝_"""
Rant,"""t @georgeous097: @singaporeair @funkycoldjimina would you be able to replace or let me know how to replace it? thanks _迓太迓绦夦_痰"""
Rant,"""t @gobnait_btpr: bt contract with @singaporeair aimed at delivering an enhanced experience for their customers T_URL 迓蘝迓蘝_"""
Rant,"""t @hadawayben: guy from toronto racks up $1200 internet bill on a @singaporeair flight, must pay. T_URL"""
Rant,"""t @hasan_m_rahman: @oialla @singaporeair another great reason to fly with @singaporeair"""
Rant,"""t @iharshn: @poppinggems @raajrat @singaporeair guys please provide the truth else we will be forced to push this to international aviatio迓蘝迓蘝_"""
Rant,"""t @iharshn: @raajrat @singaporeair @a380 hi manish. does not seem like. i have asked for full investigation report. pls support. T_URL"""
Rant,"""t @ilovedealssg: bangkok:2-way air ticket by singapore airlines -includes 30kg check-in +7kg hand-carry baggage T_URL htt迓蘝迓蘝_"""
Rant,"""t @itssasmitayall: singapore airlines better give a good service."""
Rant,"""t @j_ocelynnnnn: dear @singaporeair, i do not see a reason why your airline name is not flipped but our country flag is. T_URL"""
Rant,"""t @jake_teaboy: ridiculous. how can @singaporeair not have a bike baggage fee? 70usd per kilo of bike?"""
Rant,"""t @jaunted: @acontinuouslean @singaporeair tips: pre-order meals with book the cook. do not let the oasis lounge at jfk ruin first impressi迓蘝迓蘝_"""
Rant,"""t @jeffreymerrihue: hey @chowzter gang going to avoid using @singaporeair as they ripped me off for $349 in overages for a $14.迓蘝迓蘝_"""
Rant,"""t @jeremygutsche: while dealing w/my $1200 bill for internet on @singaporeair, i though i'd remember when @united paged me for a h5 T_URL"""
Rant,"""t @jordanjansen: @singaporeair the crew were amazing&amp; already knew who i was, the food was the best i've had, entertainment system was gre迓蘝迓蘝_"""
Rant,"""t @jordanjansen: shoutout to all the staff/crew at @singaporeair for taking amazing care of me today &amp; last week during my return flights 迓蘝迓蘝_"""
Rant,"""t @josephtawadros: musicians plz boycott singapore airlines, they obviously dont want our business. happened to me in oct T_URL"""
Rant,"""t @kathalinamaarof: @young_ajummah omg yessss!!! that should be on my bucketlist. wonder if @singaporeair can hook me up?"""
Rant,"""t @kayisnotokay: @rhettandlink would not it make sense to take singapore airlines to singapore ayyyyyy_迓太迓绦迓态 (seriously though it would mean the迓蘝迓蘝_"""
Rant,"""t @kevinf8: @skift for 900 tickets this is terrible pr - buck up and accept the fares, it was sq's problem in the first place @singaporeair"""
Rant,"""t @lalatedja: @singaporeair thanks for the reply. it was only a book, i sat at 43 a. thanks so much _迓太夦_淌迓态_迓太夦_淌迓态"""
Rant,"""t @laurabegley: i am so envious of @pfro, who got to fly @singaporeair first class. they even tucked her in bed!!! check it out: T_URL"""
Rant,"""t @libertyradar: singapore airlines billed man $1200 for reading email - after he already paid a $30 internet fee T_URL 迓蘝迓蘝_"""
Rant,"""t @lifeofdoug: 4/4 as if travelling at christmas isn迓蘝迓蘝夦_淌t already expensive enough and then @singaporeair slaps us with $520 baggage fee."""
Rant,"""t @magicarp8: there is more to full-service carriers than in-flight food: phee teik yeoh ceo of @singaporeair-tata jv: @airvistara ! T_URL"""
Rant,"""t @marigokon: @singaporeair very disappointed with lack of comm re singair rescheduling our flights next week. young family split on int迓蘝迓蘝_"""
Rant,"""t @markpavelich: .@singaporeair in 1st class for an hour ruined my life T_URL via @pfro can you say work harder. @dpavel迓蘝迓蘝_"""
Rant,"""t @maudyayunda: @singaporeair still waiting for my lost baggage filled with important belongings. hope to get it back soon. ref: cgksq9014迓蘝迓蘝_"""
Rant,"""t @maudyayunda: someone managed to break into my luggage some time btween my ldn-spore-jkt sq flight yesterday. @singaporeair, hope it won迓蘝迓蘝_"""
Rant,"""t @maxgraham: for boarding helpfulness @singaporeair is the best. jumping at the chance to help anyone w bags or find seat all with a smil迓蘝迓蘝_"""
Rant,"""t @mikedjeremy: in other news @virginaustralia has buddied up with @singaporeair so that partner airline points are interchangeabl迓蘝迓蘝_"""
Rant,"""t @mikedoeslife: my delight in discovering my @singaporeair flight offered wifi, my horror at seeing the cost:data ratio. T_URL"""
Rant,"""t @mitchellharper: good news: wifi on this singapore airlines int'l flight. bad news: $10/10mb and i've used 350mb so far."""
Rant,"""t @mitchmarsh235: hey @singaporeair just letting you know that @craigsimmons13 is on flight sq226 and you might need to stock up on a few 迓蘝迓蘝_"""
Rant,"""t @modhop: oh how we would love to re-live the honeymoon by flying @singaporeair to bali. may we would revisit our pals @alilavsoori T_URL"""
Rant,"""t @monthidamccoole: please remain seated this is ridiculous for @singaporeair. so many delays. gonna miss my connecting flight !!"""
Rant,"""t @nadya_hutagalng: dear @singaporeair &amp; @ap_airports is it normal for my luggage to arrive unlocked and someone has gone through it? 3 ou迓蘝迓蘝_"""
Rant,"""t @nadya_hutagalng: it is a shame to arrive somewhere on @singaporeair and realize our luggage has been opened and gone through. is this al迓蘝迓蘝_"""
Rant,"""t @oldcroaky: @singaporeair trouble is your phone system is always the same, bad. does not management care?"""
Rant,"""t @pfrank1: @thepointsguy @noachl @singaporeair i've got a @citi aa exec card but i do not (think) i get citi ty points on it. should i swi迓蘝迓蘝_"""
Rant,"""t @pigsdrinkwine: @singaporeair @jeremygutsche it is official, never flying sg air until they make it right. T_URL via @w迓蘝迓蘝_"""
Rant,"""t @pmahesh: am not sure if i am happy to pay such a premium for @airvistara just bcoz it is a @tatacompanies &amp; @singaporeair jv"""
Rant,"""t @poppinggems: @iharshn @raajrat @singaporeair @a380 shd enquire into this. the hospital discharge slip reads ""bought in by relativ迓蘝迓蘝_"""
Rant,"""t @pritmann: .@singaporeair how about you change your offer details to the dates the offer is actually valid instead of the puffery you ha迓蘝迓蘝_"""
Rant,"""t @pritmann: 12-week travel period for the @americanexpress offer to australia via @singaporeair but 6 weeks blacked out. talk about a coc迓蘝迓蘝_"""
Rant,"""t @pujandtv: should have chosen my regular singapore airlines , instead of god awful jet airways.@singaporeair_ is the best"""
Rant,"""t @qreativerevolt: @jeremygutsche @singaporeair but guess what, now the whole world knows when not 2surfe. ur a true hero, saving other pp迓蘝迓蘝_"""
Rant,"""t @rickgriffin: do they serve singapore slings? rt @terrysimpson: @rickgriffin in-flight dining that would be @singaporeair"""
Rant,"""t @rwang0: oh: many passengers avoiding @emirates until they cancel flights to west africa. most taking @singaporeair out of india and @vi迓蘝迓蘝_"""
Rant,"""t @siew_sg: there is no better way to fly than with the official airline, @singaporeair! thanks for supporting us."""
Rant,"""t @sinemgundogan: @singaporeair do not flight with them if you have health issue.careless rude angry customer service asking why i'm takin迓蘝迓蘝_"""
Rant,"""t @sinemgundogan: @singaporeair was abused for requesting an isle seat for my injured back by che迓蘝迓蘝_"""
Rant,"""t @sinemgundogan: @singaporeair we are not numbers we are humans, the worst customer service"""
Rant,"""t @sinemgundogan: @smhgndgn @singaporeair a company without respect to human health. definitely do not prefer them"""
Rant,"""t @sinemgundogan: @smhgndgn @singaporeair definitely do not prefer them"""
Rant,"""t @singaporeair markets are always a delight. what are some of your (cont) T_URL"""
Rant,"""t @singaporeair when in south be sure to fold the banana leaf inwards after a meal, as a sign of gratitude to"""
Rant,"""t @singaporeair: @oldcroaky hi, thank you for your feedback. should you require assistance, do drop us an email at sq_social@singaporeair.迓蘝迓蘝_"""
Rant,"""t @stanislaushans: what is more singaporean than bak kut teh, you can even pre-order it on the ""book the cook"" feature 迓蘝迓蘝_迓宕夦_太迓态 @singaporeair htt迓蘝迓蘝_"""
Rant,"""t @statmedianews: ( to provide handling services to @singaporeair in uk - T_URL"""
Rant,"""t @stellathepillow: @singaporeair hi! i'd like to ask regarding the luggage. 30kg is only for 1 luggage or can be &gt;1 luggage with 30kg in 迓蘝迓蘝_"""
Rant,"""t @stephbetravel: oh my gosh guys! we did it!!! i love you so much! i'm at w/ @singaporeair &amp; i won bc of you!!! thank y迓蘝迓蘝_"""
Rant,"""t @stephbetravel: what if you could go to bali bc of a tweet? send me to bali! @singaporeair plz rt friends! T_URL"""
Rant,"""t @stephbetravel: wow! bali is on my bucket list. help me get there w/ a rt? tell @singaporeair to send me to bali! htt迓蘝迓蘝_"""
Rant,"""t @stuartgregor: thank you so much to worlds greatest airline @singaporeair for allowing me to go to epic. fly singa迓蘝迓蘝_"""
Rant,"""t @suziurell: oh hell no. we see the u commit @twittersg @singaporeair @govsingapore T_URL T_URL"""
Rant,"""t @thatdonmishko: @singaporeair this is how your check in counter does math and tells me she mad mistake? tell me i owe 2k in bag fees? ht迓蘝迓蘝_"""
Rant,"""t @thejabberjaw: totally bummed if thursday was the last time i wore my ski jacket. @singaporeair already filed report but your customer s迓蘝迓蘝_"""
Rant,"""t @thepointsguy: .@noachl @citi @singaporeair they are star alliance so you can redeem on carriers like @united - you just need to call to迓蘝迓蘝_"""
Rant,"""t @timothygo_only1: hey @singaporeair thanks for sending a staff memeber to whisk me off the plane through customs at jfk. appreciate it"""
Rant,"""t @tltripdoctor: those singapore seats are worth every point! @thepointsguy @noachl @citi @singaporeair"""
Rant,"""t @tranterpilot: @singaporeair @mas i am now though. so do not worry."""
Rant,"""t @tranterpilot: cannot believe i was not following @singaporeair and @mas absolutely crazy if u ask me."""
Rant,"""t @travellerau: if you are a @virginaustralia and @singaporeair frequent flyer member, you can now swap points between programs T_URL"""
Rant,"""t @travelpluswine: .@travelmassive @singaporeair great idea... we will be touching base @keishibata!"""
Rant,"""t @travelpractice: thank you @singaporeair for the tickets to @waballet. what an experience"""
Rant,"""t @trevorlong: very very 1st worldy problem: but geez the singapore airlines gold lounge is a disappointment - not even bathrooms!"""
Rant,"""t @tripchi: .@singaporeair racks up a $1171 wifi bill. be carful of your data limits people!! T_URL"""
Rant,"""t @usatoday: a singapore airlines customer was charged $1,171 for using airplane wifi: T_URL"""
Rant,"""t @viljasormunen: thanks for flying with us! your wi-fi charges are $1,171. love, @singaporeair T_URL"""
Rant,"""t @vkatdh: .@richellingham @heathrowairport have an excellent time. hope @singaporeair do the right and honourable thing and bump you up! 迓蘝迓蘝_"""
Rant,"""t @wandering_lens: hello maldives! the view from my window seat...cannot wait to get down there! @singaporeair htt迓蘝迓蘝_"""
Rant,"""t @winglets747: virgin australia is not interested in a chinese partner. ""there is no better partner than singapore airlines."" T_URL"""
Rant,"""t @xxl23: en route to @wpt philippines! first time flying @singaporeair and being treated real nice so far. also think i have row to mysel迓蘝迓蘝_"""
Rant,"""t @yahootravel: the wifi overage charges on singapore airlines might cost you more than the flight itself迓蘝迓蘝迓台it did for this guy: T_URL"""
Rant,"""t @zeeavi: going to be really well taken care of by the good people over at @singaporeair ! i miss everyone already. xo T_URL"""
Rant,"""t! @airvistara blocked me for neg feedback on their photoshop skills of @singaporeair. @bhaktiarora T_URL"""
Rant,"""ubber-like eggs and sandwiches made a few days ago. singapore airlines, you can do better than this. T_URL"""
Rant,"""'pore airlines sells ticket at wrong price and wants customers to pay for the difference: singapore airlines迓蘝迓蘝_ T_URL"""
Rant,"""/o to you @singaporeair for great customer service! flight changed, seat changed, low fees, and happy phone rep."""
Rant,"""2-acp @bimanbangla blt in 79 4 @singaporeair. left them in 79 + ws stored only last year. (m bajcar) T_URL"""
Rant,"""ad that our honeymoon is over but at least flying back to london @singaporeair tonight will soften the blow"""
Rant,"""ad to have received an email from @singaporeair relegating my krisflyer gold status, but i guess it is justified T_NEG_EMO"""
Rant,"""at at home wondering if @singaporeair will ever contact me to arrange reuniting me with my bags"""
Rant,"""eriously @singaporeair a 2 hour delay when you have a connecting flight to catch is so not cool."""
Rant,"""eriously now @singaporeair..what is wrong with you? absolute silence at all fronts? atleast acknowledge a complaint!!"""
Rant,"""fo - sin-sfo-phx - you need to ask the singapore airlines agent in singapore if they can tag your bag through to... T_URL"""
Rant,"""fo&gt;ccu end of next month. should i take @singaporeair via sin (42 hrs w/ 18 hrs in sin) or @emirates via dxb (26 hrs &amp; 6 hrs in dxb)?"""
Rant,"""haky start as @singaporeair rescheduled their flights since we booked and @flightcentre_uk did not tell us. T_NEG_EMO"""
Rant,"""hame on gouging dollars for a service without warning.. singapore airlines T_URL"""
Rant,"""hocked by how poor @singaporeair's customer serv. is over phone. they cannot find my recent flight info at all. their system must be a mess."""
Rant,"""hout out to @singaporeair. we had to cancel a trip due to medical reasons and they took care of us. gonna fly with them any chance i get!"""
Rant,"""houtout to @fansofchangi and @singaporeair for finding my lost stuff and then getting it delivered to me in manila. thank you &amp; much love."""
Rant,"""igh. the airport is not functioning at full capacity. so our @singaporeair flight is delayed... so flaky! _迓太迓绦夦_痰 @bmay"""
Rant,"""igning a contract to charge consumers more for a normal product. is not singapore airlines doing the same as jover?"""
Rant,"""in - left luggage in aircraft - you have to contact singapore airlines. T_URL"""
Rant,"""ince when did singapore airlines move to terminal 3?"""
Rant,"""ingapore airline @singaporeair , why you delayed both my flighst - - _迓太迓绦迓澧"""
Rant,"""ingapore airlines billed me [not me but ...] $1200 for the internet"" T_URL @singaporeair read the story to find out who"""
Rant,"""ingapore airlines economy seat sale is now on! book with us now for great offers to many destinations @singaporeair"""
Rant,"""ingapore airlines price glitch causes half-price business fares: it迓蘝迓蘝夦_淌s safe to say singapore airlines has had better weeks. the迓蘝迓蘝_"""
Rant,"""o @singaporeair issued a denial against all our accusations. but still offered 20,000 miles as ""compensation"". ha. see you guys in courtT_POS_EMO"""
Rant,"""o @singaporeair offers some measly miles in return for intentionally torturing us,insulting our religious sentiments and nearly killing us!"""
Rant,"""o disappointed @singaporeair your service is usually so good - i have raised an issue to you a few times and no response..."""
Rant,"""o have i, need to fly them someday rt @vinvinphilly: @midliferoadtrip a9 have heard great things about singapore airlines"""
Rant,"""o help me if @united makes me check the bag that @singaporeair &amp; @thaiairways let me take on, that will be the end of our relationship."""
Rant,"""o now @singaporeair has started avoiding my tweets, earlier emails and phone calls are unanswered too..professionalism at its best!"""
Rant,"""o paid a tenner for onboard wifi so i can upload the latest podcast but it is very unreliable @singaporeair"""
Rant,"""o sorry ""@nadya_hutagalng: it is a shame to arrive somewhere on @singaporeair and realize our luggage has been opened and gone through."""
Rant,"""o the ife did on work even on our return journey on @singaporeair !!! talk about murphy's law."""
Rant,"""o the storm in this morning was bad enough to delay @singaporeair by two bloody hours"""
Rant,"""o this journalist was charged only $1200 by singapore airlines for using wifi on a 12-hour flight. T_URL"""
Rant,"""o... what is your policy on hand luggage for people carrying medical kit? haha @singaporeair T_URL"""
Rant,"""ome more fabulous service from @singaporeair calling at 9pm on a friday in the middle east and not leaving a return number!!!???"""
Rant,"""ony should not compete at low-end - it should be like singapore airlines - high quality for sophisticated buyers willing to pay a premium."""
Rant,"""orry for bugging but why are there supplement flights being flown? high load factor? @singaporeair T_URL"""
Rant,"""orry singapore airlines but your gold kris lounge is just not up to it. have experienced much better."""
Rant,"""pending the only few days i have with my family at christmas on the phone with @singaporeair and @travelpack for cancelling my flight"""
Rant,"""rsly?got a delay2sia and missed the conn 2dps.now 2w l8er delay 2 sia and we gona miss con 2zhr.and that should be airine?@singaporeair"""
Rant,"""till grounded in fra while @singaporeair flight is being de-iced. worried i might miss next flight connection as it was only 1.5 h in sin."""
Rant,"""till waiting for @singaporeair to confirm my flights to copenhagen for 4pm this afternoon .... this is going to be an interesting day"""
Rant,"""till waiting for @singaporeair to give a proper response! baggage lock broken, items stolen! disgusting!!!!"""
Rant,"""till waiting for our baggage, which was lost last week... hello @singaporeair... @sepangcircuit @motogp"""
Rant,"""till waiting for someone serious at @singaporeair or @aireuropa to find passenger luggage ten days after."""
Rant,"""till waiting. why did you not load my luggage? this would be unheard of with @singaporeair. come on, @british_airways! T_NEG_EMO"""
Rant,"""tuck in bc @united will not let me on tho i'm checked in w no bags + at counter 55min prior. help! @singaporeair"""
Rant,"""uggestion to @singaporeair: krisflyer silver and gold get access to boarding area without dr oz on tv. please?"""
Rant,"""eacher was telling us that to work in singapore airlines you need to weight like under 47 kg or something and i could hear disgusted noises"""
Rant,"""en days travelling around the world for @motogp world championship without luggage? worst is seeing that everyone at @singaporeair"""
Rant,"""hank god no lives were lost on that singapore airlines"""
Rant,"""hank you @singaporeair for stepping in where @qatarairways failed"""
Rant,"""hank you @singaporeair for the tickets to @waballet. what an experience"""
Rant,"""hank you @singaporeair for your help &lt;3 &lt;3 &lt;3"""
Rant,"""hank you very much @singaporeair for the fast response. this means i have 27 days to figure out where to fly"""
Rant,"""hanks @singaporeair - it is only about 20 hours T_POS_EMO"""
Rant,"""hanks @singaporeair for entertaining my last minute request. i do really appreciate your help."""
Rant,"""hanks @singaporeair for the customer service...."""
Rant,"""hanks @singaporeair. i book and pay for a preferred seat, your website cancels it in error. pretty ridiculous."""
Rant,"""hanks for flying with us! your wi-fi charges are $1,171. @singaporeair T_URL"""
Rant,"""hanks for flying with us! your wi-fi charges are $1,171. love, @singaporeair T_URL"""
Rant,"""hanks for flying with us! your wi-fi charges are $1,171.: a passenger on a singapore airlines flight was surprised to find that the ..."""
Rant,"""hanks so much @flightcentreau for honouring the discounted business fares on singapore airlines. you saved our holiday! @peterloh"""
Rant,"""hat amount implies a volume of about 800 mb. that is not just sending e-mails or presentations. @jeremygutsche @singaporeair"""
Rant,"""hat horrendous moment in life when your screen breaks down and cant be fixed at the beginning of a 13 hour flight. disaster @singaporeair"""
Rant,"""he 1.5hr domestic flight feels like a torture due to @jetairways a 6 hour international flight feels like heaven thanks to @singaporeair"""
Rant,"""he automated waste i get after 2 weeks??we are sorry to hear about this. do let us know if you require further assistance.@singaporeair"""
Rant,"""he award for best customer service from an airline goes to @singaporeair today. thank you ingrid!"""
Rant,"""he fashion icons exhibition @artgalleryofsa would not be possible without sponsors like @singaporeair. T_URL"""
Rant,"""he flight attendants in singapore airlines remember where you are seated and whether you had your meal?!"""
Rant,"""he nightmare when you booked the wrong dates on @singaporeair on a ""sweet deals"" and they say you cannot even pay to change it :oooooo"""
Rant,"""he service you get from @singaporeair is just incredible"""
Rant,"""he travel bug is starting to itch again, and the only airlines i'm bothering to consider scratching with are @icelandair and @singaporeair."""
Rant,"""he wifi overage charges on singapore airlines might cost you more than the flight itself迓蘝迓蘝迓台it did for this guy: T_URL"""
Rant,"""heir service was best described by @singaporeair sq286 (8.12.14 - auk-sin) ifs, ""we f*&amp;$ed up!"""""
Rant,"""here were connection flights between @singaporeair and @aireuropa. so who has to take to responsability?"""
Rant,"""here is a delay get ur shit together singapore airlines"""
Rant,"""here is more to full-service carriers than in-flight food: phee teik yeoh ceo of @singaporeair-tata jv: @airvistara ! T_URL"""
Rant,"""here is no better way to fly than with the official airline, @singaporeair! thanks for supporting us."""
Rant,"""here, but for the grace of god...@trendhunter exec racks up $1,171 bill for from @singaporeair T_URL"""
Rant,"""hese prices are ridiculous. this amount of data is so small it is virtually useless @singaporeair T_URL"""
Rant,"""hey know i have a young son, they know we are a young family, they ignore me for two weeks then call me at 9pm on a friday?? @singaporeair"""
Rant,"""his is the other one in zurich and must be @singaporeair ska at the regular a380 gate. T_URL"""
Rant,"""hose singapore seats are worth every point! @thepointsguy @noachl @citi @singaporeair"""
Rant,"""hree days after booking a flight to istanbul with emirates, singapore airlines advertises one for almost $600 cheaper. $600!!! the pain..."""
Rant,"""ime and 3 days later still have not heard back! @singaporeair please help @singaporeair"""
Rant,"""ime has not been kind to singapore airlines."""
Rant,"""ime to fly on the @singaporeair suites i keep hearing about! cannot wait to experience what the hype is all about. T_URL"""
Rant,"""ired after a full week meeting in india, mdnight flight from delhi to jkt, thanks to @singaporeair they left myluggage in transit _迓太迓绦__迓太迓绦__迓太迓绦_"""
Rant,"""list how do you guys feel about singapore airlines?"""
Rant,"""o be fair i do have a love hate relationship with singapore airlines. i hope i'm not mean but the people on the phone are not knowledgeable"""
Rant,"""o make matters worse, @singaporeair served us shrimp salad and removed the shrimp when we had prebooked an indian veg meal !!!"""
Rant,"""otally bummed if thursday was the last time i wore my ski jacket. @singaporeair already filed report but your customer service was terrible"""
Rant,"""ough choices for @singaporeair with their ticket price mistake, very easy to alienate customers on this. T_URL"""
Rant,"""raveller racks up 夦_泰迓澹750 in wifi charges on singapore airlines flight T_URL so just do not fly-internetT_POS_EMO"""
Rant,"""ravellers snap up half-price business tickets on singapore airlines after computer error flight centre screwed the deal for the buyers"""
Rant,"""rying to get the seat i paid for on singapore airlines is like the new labours of hercules"""
Rant,"""rying to give my money to @singaporeair to upgrade but they do not want it. flying bali to dubai via changi"""
Rant,"""rying to use air miles after 4 flights (69000 pts) on @singaporeair but told ""oh it does not apply to codeshare flights, sorry""!"""
Rant,"""ut tut. @singaporeair these delays are just ridiculous!"""
Rant,"""v at my seat not working for 1st leg of flight sq327. lovely @singaporeair crew hopefully sorted it now otherwise will seem v.long flight!"""
Rant,"""gh the plane has not even taken off and i already miss singapore airlines"""
Rant,"""nbelievable how we were treated like cattle on today's @singaporeair flight. unfortunately we have a flight to london to endure on tuesday."""
Rant,"""pgraded on @qatarairways doh-sin flight. so that is 4 upgrades in 12 mths as @traveloneworld sapphire v's 0 in 6 yrs gold on @singaporeair"""
Rant,"""s any answer. several good words through twitter and 200 miserable aus dollars at @melbourne airport just to make... @singaporeair"""
Rant,"""sing miles - you are doing it right @derekloow: T_URL @singaporeair T_URL"""
Rant,"""tterly disappointed in singapore airlines' customer service at the airport. the csr's attitude is atrocious."""
Rant,"""ery disappointed that @singaporeair lost my bag; underwhelmed by customer service, too"""
Rant,"""ery disappointed with @singaporeair, cancelled its flight with complete disregard to its customer's requirement! messed my schedule!"""
Rant,"""ery disappointed with my @singaporeair pps customer service- cannot choose seat on my flight cause of coach share"""
Rant,"""ery frustrating cgk-sin flight. delayed flight, gate occupied, and no aerobridge on arrival. and it is 00.15 midnight. there, @singaporeair."""
Rant,"""ery impressive with service @singaporeair that why i always choses singapore for long flight up to 20 hour _迓太夦_淌迓糖_迓太迓跳迓糖"""
Rant,"""ery very 1st worldy problem: but geez the singapore airlines gold lounge is a disappointment - not even bathrooms!"""
Rant,"""irgin australia is not interested in a chinese partner. ""there is no better partner than singapore airlines."" T_URL"""
Rant,"""a! since when singapore airlines use a380 to beijing? why not do it like 3 years ago when i went there?"""
Rant,"""aiting at for boarding @singaporeair flight to exciting!"""
Rant,"""e want to fly to to shoot our series with @singaporeair!!"""
Rant,"""eb check in with @singaporeair=2mins, web check in with @mas=30mins and a call to the call centre later, still no success! sort it out!"""
Rant,"""ell not an impressive beginning with @turkishairlines ...i used to get thank you mail from @singaporeair ..."""
Rant,"""ell played @singaporeair check in. so many open that i checked in within 5 mins"""
Rant,"""ell, they did thank u twice mt @jeremygutsche: billed $1,200 for @singaporeair T_URL T_URL"""
Rant,"""hat have @singaporeair and @blahairlines in common? profile image colors. T_POS_EMO so, singapore gets blah level of service, or blah gets better?"""
Rant,"""hat i really do not understand about @singaporeair, you knew the flight is delayed why wait till last second to announce"""
Rant,"""hat the actual fuck, @singaporeair? with @lufthansa i paid 5 euros for unlimited data the enfire muc to nrt flight. @washingtonpost"""
Rant,"""hat is happened @singaporeair cxl reroute my family on ek through bkk ek do not accept us &amp; sq says sorry lost bags?"""
Rant,"""hat is more singaporean than bak kut teh, you can even pre-order it on the ""book the cook"" feature 迓蘝迓蘝_迓宕夦_太迓态 @singaporeair T_URL"""
Rant,"""hat is the point of calling me and leaving a voicemail without giving me your number? how should i call you back???? @singaporeair"""
Rant,"""hat is with apps and us singaporeans? why cannot we get the right? try @ltasg taxi-taxi app for a quick laugh. after that try @singaporeair"""
Rant,"""hen i read complaints that @singaporeair a380 biz class seats were too wide, i thought they were joking. i've got an extra 14""!"""
Rant,"""hich airline in the world does not allow 2 kgs excess baggage on an international flight? singapore airlines. bad experience at melbourne"""
Rant,"""hile dealing w/my $1200 bill for internet on @singaporeair, i though i'd remember when @united paged me for a h5 T_URL"""
Rant,"""hile we are at it, @staralliance, if you do not feel like awarding points would you mind print it in clear text on the ticket? @singaporeair"""
Rant,"""ho are these people that travel in singapore airlines business class, and how do i do it too?"""
Rant,"""ho paid for this ad? singapore airlines kya ""@loveschmitten: get lost in the darkest of all schmitten chocolates! T_URL"""
Rant,"""hy does @singaporeair charge $10 per 10mb of data during a flight when emirates charges $1 for 500mb?"""
Rant,"""ill never fly long haul with @airfrance again, will be sticking with @emirates and @singaporeair. the service, plane, food was"""
Rant,"""ish the fuck they would ""@usatoday: a singapore airlines customer was charged $1,171 for using airplane wifi: T_URL"""
Rant,"""ould you fly @singaporeair again after this happens to you? your wi-fi charges are $1,171. T_URL via @mashable"""
Rant,"""ow - @jeremygutsche charged $1,200 for using the in-flight wifi on @singaporeair. T_URL"""
Rant,"""ow - @singaporeair - $1200 charge for someone accessing the internet on one of your flights. seriously not ok. T_URL"""
Rant,"""ow mas mura pa flight ng singapore airlines kaysa pal hahahaha omg should i grab it??? cebu pac is almost the same price zzz"""
Rant,"""ow singapore airlines. are not you expensive for economy class. ain't no way am i gonna pay 1.3k. =.="""
Rant,"""ow! why were they charged twice? rt @usatoday: a singapore airlines customer was charged $1,171 for using airplane wifi"""
Rant,"""ow, @singaporeair are being absolutely hopeless in tracking down my lost bags. bags arrived in bali at 1930, but still no sign at 0120 T_NEG_EMO"""
Rant,"""ow. the @singaporeair t3 gold lounge is very full tonight with no seats and many standing. not so relaxing T_NEG_EMO"""
Rant,"""rong even if he youtubed for 12 hr. 迓蘝迓蘝迓搪airplane internet gouging : singapore airlines billed me 1200 for the internet迓蘝迓蘝迓蘝 T_URL"""
Rant,"""tf singapore airlines has not changed its entertainment options since one month ago T_NEG_EMO("""
Rant,"""ay for singapore airlines and their incompetent customer service _迓太迓跳迓态"""
