News,"""""@ascorrespondent: has lost two planes this year,sends thoughts to relatives @mas"""""
Rant,"""t @offsideshark: @mas flew business class on your flight and arrived in kl to see my luggage like this. care to explain? T_URL"""
Rant,"""t @ognir2: malaysia airlines had a broad liability policy through allianz of germany. limits were higher than normal &amp; went up to $2.25b f迓蘝迓蘝_"""
Rant,"""t @onenerdlady: @jen__cody just do not use malaysia airlines. too soon?"""
Rant,"""t @otteripog85: educate yourself about ebola. hygiene is universal rule @twtrmalaysia @twt_ipt @mas夦_泰迓蘝@airasia @malaysiaterkini T_URL"""
Rant,"""t @ozradiobandung: @bismakarisma - lakukanlah next! @brunomars - nothing on you | streaming T_URL with @mas"""
Rant,"""t @pattaya_web // ... thinking of flying? don迓蘝迓蘝夦_淌t fly @mas ~ think u should take them 2 court / submitting claim 2morrow"""
Rant,"""t @pattaya_web // check this thread sucks!, share your bad experience with @mas here T_URL / wow! tks!"""
Rant,"""t @pattaya_web // customer service 178 negative comments of 184 @mas rating: 迓蘝迓蘝迓搪terrible迓蘝迓蘝迓蘝 T_URL / 179 now"""
Rant,"""t @pattaya_web // submitting claim against @mas 2morrow ~ thai court? good luck. / no. australia. get costs in oz T_POS_EMO"""
Rant,"""t @pattaya_web rt @photo_journ @mas where迓蘝迓蘝夦_淌s my reply?? don迓蘝迓蘝夦_淌t fly | still getting fucked around by those clowns? / yep. total arseholes"""
Rant,"""t @paulinasadecka: is it just me or is it really suspicious that airasia lost a plane over the same area where the malaysia airlines plane迓蘝迓蘝_"""
Rant,"""t @phaethontweets: @freemindth @mas what? you never heard of dumbo..? (nickname for their pr guy)"""
Rant,"""t @photo_journ: @farangtalk 3 flights on @mas, 1 lost bag, 2 damaged bags, 1 pilfered bag. refusal 2 compensate according 2 montreal conve迓蘝迓蘝_"""
Rant,"""t @piekanec: ebolas new nickname is: malaysia airlines.... because it disappeared quicker then it took off."""
Rant,"""t @piiotparker: i have your plane @mas"""
Rant,"""t @pinnynoy: @mas you are so kind to give some cheer up and pray for all passengers and pilots + crews !!! T_URL"""
Rant,"""t @pinnynoy: this is such very nice and kind of @mas to show the spirit to @airasia although they are different company T_URL"""
Rant,"""t @pizzapresidente: lmao if you thought that you had a shitty 2014, malaysia airlines and sony would like to have a word with you"""
Rant,"""t @polskyrealty: @mas # worstservice this is the only way to truly describe my experien迓蘝迓蘝_"""
Rant,"""t @polskyrealty: @mas no you are not. i have had both the chedi club and the legion try for over a week and no luck. very bad for your bus迓蘝迓蘝_"""
Rant,"""t @polskyrealty: @mas you ""found"" my bag, but it was someone else's. it seems the only way to get through to you is via social media."""
Rant,"""t @prnews: malaysia airlines would have been better off admitting what they did not know rather appeasing people via shana harris @thewage迓蘝迓蘝_"""
Rant,"""t @proudgrayback: so if theyd had child marriages beheadings &amp; goat fucking they be ok-malaysia airlines tragedies were caused by.... T_URL"""
Rant,"""t @r_pacci: you guys had some year, huh? maybe you give it a rest on the airplane business @mas"""
Rant,"""t @radiojj: so we still do not know where that missing malaysia airlines plane is, yet santa can deliver toys around the world flawlessly?"""
Rant,"""t @rahmatomar: @drshikin @mas does not need a foreign ceo. just overcome the obstacles you mentioned and things will be okay"""
Rant,"""t @rahmatomar: @naj_mahal @mas sir, i have this query from @h1ppyg1rl and wonder if mas could help? cc @najibrazak @pmomalaysia T_URL"""
Rant,"""t @rajee_vran: who is vanishing the planes? @airasia @mas insane"""
Rant,"""t @rakeemcato: .@mas do you have any flights leaving illinois for miami in mid december?"""
Rant,"""t @rakeemcato: @mas morgantown wv recently had their airport updated, are you currently working with them? i will help fund the cause in may"""
Rant,"""t @random_and_rant: @mas is this even allowed? safety! 迓蘝迓蘝迓搪@fitrianuaaar: because that day was too hot. needed bigger fan and got it. T_URL"""
Rant,"""t @rawveggies: so we can locate a fragment from amelia earhart's airplane that crashed in 1937 but we totally lose malaysia airlines fligh迓蘝迓蘝_"""
Rant,"""t @raymondsrad: am i the only one that is confused as to why the missing malaysia airlines flight 370 carrying 227 people just is not talke迓蘝迓蘝_"""
Rant,"""t @raysenn: so we can find the airaisa flight in the middle of the ocean in 2 days but we still cannot find the malaysia airlines flight?"""
Rant,"""t @reportuk: malaysia airlines asks fliers: 'want to go somewhere but do not know where?' T_URL"""
Rant,"""t @resnikoff: southeast asian low-cost carriers (like airasia and malaysia airlines) have been going through an enormous boom T_URL"""
Rant,"""t @rjpyro: @mayramoonlight @brimartinez_ ima snacth bri up so hard even the malaysia airlines are gonna b elookin for her"""
Rant,"""t @rnaali23: who else wants to fly to australia, japan and more for as low as rm1.33? T_URL @mas @airasia @iklan123 @ikl迓蘝迓蘝_"""
Rant,"""t @robert1288: @mas did you all ever find that plane?"""
Rant,"""t @robertoehlers: i will not rest untill this is done, i keep my word. @skynewsaust @russiareport @mas @pvda @wsj @cnn @derspiegel @uatod迓蘝迓蘝_"""
Rant,"""t @robrendell: soooooo... it is probably a good idea not to fly @mas ( | @airasia ( for... 'safety reasons'. _迓太迓绦迓瘫"""
Rant,"""t @robwritespulp: every newspaper malaysia airlines offered on my last flight was plastered with airasia headlines. not the best choice."""
Rant,"""t @ronnehring: in surabaya and singapore @airasia needs to set up proper facilities for families of avoid the @mas circus.迓蘝迓蘝_"""
Rant,"""t @ronnehring: memo to @airasia - do not follow the @mas playbook for info on be pro-active with families, share info quickly."""
Rant,"""t @runwaycontact: in just under 2 hours @mas shares will no longer be traded publicly, as khazanah buys up the remaining shares. now the r迓蘝迓蘝_"""
Rant,"""t @ryan_rowena should you cancel your malaysia airlines flight"""
Rant,"""t @ryanscottshultz: i decided i'm staying in for halloween. then when people wonder where i am, i will tell them i'm malaysia airlines fligh迓蘝迓蘝_"""
Rant,"""t @s3mic: @mas @airasia we are still praying for to be found. we will do the same for"""
Rant,"""t @saladinmy: @akbar_ali &amp;v paid heavy price for that. y recycle failed ideas @azwanbro ?@tonyfernandes @mas @hanifhanif8 @eddydaud @drsh迓蘝迓蘝_"""
Rant,"""t @saladinmy: @akbar_ali @tonyfernandes was khazanah's choice once upon a time. @azwanbro @mas @hanifhanif8 @eddydaud @drshikin @khairykj"""
Rant,"""t @sallypinkpants: @nataliehough tried to sign up to and signed up to enrich malaysia airlines instead! did not even notice! ht迓蘝迓蘝_"""
Rant,"""t @samorij: so all the kings horses and all the kings men still cant find malaysia airlines.. but antigua can find ja rule to perform"""
Rant,"""t @saralooser: @hushusnana @mas no this is a sign of fate and destiny and th future hahaha"""
Rant,"""t @senahxx: @uyenfx @hermyrahim @mh370katmana @arif_z singaporeans do work for malaysia airlines, but malaysians dont play for your nation迓蘝迓蘝_"""
Rant,"""t @serenarayani: and a huge thank you to efficient &amp; polite aafreen khan of @mas @csiamumbai . she is pulling a 24 hour shift to get us ou迓蘝迓蘝_"""
Rant,"""t @shae_official: ""@mas: you never know how strong you are, until being strong is your only choice. T_URL"""
Rant,"""t @shahrulghani: i've no qualms with @mas hiring a foreigner as their new ceo. if he is capable of doing the job well than any not, right?"""
Rant,"""t @shaikhhakimm: ""@gannicholas: ; sad news for _迓太迓绦迓台 @mas T_URL it had to be on mas"""
Rant,"""t @shamsulba: @firdausazil can @mas work with very loud straight forward german? the union will feel the heat jgn jd mcm lufthansa dah str迓蘝迓蘝_"""
Rant,"""t @shermanstravel: why there is never been a better time to fly malaysia airlines: T_URL"""
Rant,"""t @shukorz: what is happening, @mas? T_URL"""
Rant,"""t @sicfallacy: ""@mas truly can迓蘝迓蘝夦_淌t go wrong迓蘝迓蘝_or rather can迓蘝迓蘝夦_淌t afford to go wrong."" ahmad johan to lead mas T_URL"""
Rant,"""t @simeon_5: what if these planes are just being hacked? @mas @airasia"""
Rant,"""t @sinatra_z: tho @airasia does not carry our nation's name like @mas we are proud of it nonetheless, hence the pain and grief will be fel迓蘝迓蘝_"""
Rant,"""t @sindivanzyl: yes. have they slashed their prices? ""@kaysexwale: would you take your chances with malaysia airlines?"""""
Rant,"""t @siowhou: why only attack @mas while left out @airasia, there is alot more to explore; biz operation, strategy and management."""
Rant,"""t @soefira: get an irish to sort it out eh? ""@rambleandwander: ireland迓蘝迓蘝夦_淌s national carrier ceo to head malaysia airlines bhd T_URL"""
Rant,"""t @solzshay: luv malaysia airlines attitude towards . no matter how, they still show support. respect. - T_URL"""
Rant,"""t @soros004: waiting to board @mas 0852 den kul"""
Rant,"""t @spencer_maya: 迓蘝迓蘝迓搪@twinitisha: is my account a malaysia airlines or what?people follow and disappear.迓蘝迓蘝迓蘝 hahahaha ..._迓太迓绦夦_澶_迓太迓绦夦_澶_迓太迓绦夦_澶 same here.... hi 5 迓蘝迓蘝_"""
Rant,"""t @spencercraig_: gas prices are under $3.00, malaysia airlines flight 370 is still missing, kanye thinks he is better than jesus, and i'm 迓蘝迓蘝_"""
Rant,"""t @spinedoc2: @ohboywhatashot do the rothschilds own asia air? i know they own malaysia airlines. freescale semiconductor is working ove迓蘝迓蘝_"""
Rant,"""t @srivastava2anuj: @mas @aamadmy @airasia it is strange ....how come in such a techy world of satellites and gps ...a plane is lost. an迓蘝迓蘝_"""
Rant,"""t @standby1933: @watchingfreedom i'm back up running again. warning warning will robinson do not fly malaysia airlines"""
Rant,"""t @stealingurheart: why should australia be forking out all this money to look for fucking @mas should be forking out everything it迓蘝迓蘝_"""
Rant,"""t @stephdonado: new years resolution for @mas ,do not lose your planes like they were car keys.."""
Rant,"""t @stevelai: @adamflinter @airasia @mas worth noting that lessons have been learnt."""
Rant,"""t @sttalkindia: malaysia basd airlines ve a technology prob or r these muslim terrorist events? seems both @airasia @mas @malindoair @berj迓蘝迓蘝_"""
Rant,"""t @sumishanaidu: ""as an airline that has recently experienced such great sadness, we stand in solidarity"" @mas extends sympathies to those迓蘝迓蘝_"""
Rant,"""t @superrrluffy: @hhhaziqah @airasia @malindoairmy @mas @khairykj @najibrazak kejam siot. do something."""
Rant,"""t @swishmoneybank: @nickkyrgios @mas surely you are kidding???? what the hell.."""
Rant,"""t @syaazaanaa_: @mas i have emailed you abt this on 29/12 at 8.51pm &amp; 31/12 at 12.39pm &amp; the reply were case received. nothing constructiv迓蘝迓蘝_"""
Rant,"""t @syaazaanaa_: @mas you left me with no choice but to buy another flight ticket. with this hi-tech, how could u delay in my appeal of no 迓蘝迓蘝_"""
Rant,"""t @syaazaanaa_: this is how one of the mas staff entertained me rudely. pls take few secs to retweet and forward this issue to @mas T_URL"""
Rant,"""t @syafeeqkl: it was not stupidity that failed @mas, it was greed"""
Rant,"""t @syasyaazman_: lol u kidding me u do not trust malaysia airlines now because all of this? u think malaysian did this? u realize how stupi迓蘝迓蘝_"""
Rant,"""t @syedmuhdfadli: it is been a tough, tough year for malaysia following the @mas and @airasia tragedies."""
Rant,"""t @syfqkmrdn: a bad year for malaysia airlines, air asia now w the recent flood. really terrible year for the country."""
Rant,"""t @tazsmith1993: so sad to hear about another missing plane, petrified about the fact i'm flying with malaysia airlines and airasia in the迓蘝迓蘝_"""
Rant,"""t @tbepublic: flown with @mas and @airasia numerous times in the past, fantastic value with latter - so sad it has come to this"""
Rant,"""t @tedwrites: what the hell is going on here, @mas? T_URL"""
Rant,"""t @thechasewilson: im not gonna lie @mas has a nice butt"""
Rant,"""t @therealist_jay: malaysia airlines shouldnt hav been allowed 2let another of their planes leave a runway anywhere worldwide till the las迓蘝迓蘝_"""
Rant,"""t @therealrkg: but we still do not know what happened to malaysia airlines flight mh370 hmm lol rite nasa can even show u were each asteroi迓蘝迓蘝_"""
Rant,"""t @thetaylorday: i should have gone as the malaysia airlines plane for halloween: tell everyone ""hey i'm on the way!"" then never show up and迓蘝迓蘝_"""
Rant,"""t @timaeppel: malaysia airlines apologizes for tweeting: ""want to go somewhere, but do not know where?"" T_URL"""
Rant,"""t @tothemaxstirk: @gaytimesmag @mas are you there for the 20 years in jail, the fines or the whippings?"""
Rant,"""t @tranterpilot: @singaporeair @mas i am now though. so do not worry."""
Rant,"""t @tranterpilot: cannot believe i was not following @singaporeair and @mas absolutely crazy if u ask me."""
Rant,"""t @traveluxblog: today, we released our rating for @mas on a long haul flight. our experience was very good overall! -T_URL"""
Rant,"""t @trevorimmelman: on my travels @cathaypacificus and @mas were great! @americanair were awful, bad service on the ground and in the air."""
Rant,"""t @trollbertstew: rob are you malaysia airlines because you are in for a crash if you keep doing this"""
Rant,"""t @tswisha12: i bet those at malaysia airlines are just huge lost fans &amp; they could not cope w/ the show ending so they took matters into t迓蘝迓蘝_"""
Rant,"""t @tweetincharge: i really wish it was nickelback's tour bus that disappeared rather than the malaysia airlines 777."""
Rant,"""t @twinitisha: is my account a malaysia airlines or what?people follow and disappear."""
Rant,"""t @twitperli: ''malaysia airlines are not safe anymore."" excuse me sir but if god says you will be dead by tomorrow then you will be dead by t迓蘝迓蘝_"""
Rant,"""t @twtupcampus: this evening topic would be ""grooming rules by malaysia airlines"" starts at 5. i will proceed with topic ""acca certificat迓蘝迓蘝_"""
Rant,"""t @typicalmsian: ""@mas has lost contact with from amsterdam. last known location was over ukrainian airspace"" :'( please no?"""
Rant,"""t @uktransplant1: truly believe that malaysia has had enough pain for a very long time @mas @airasia @tonyfernandes. prayers to this beaut迓蘝迓蘝_"""
Rant,"""t @uncag3dgorilla: if i can find my iphone why cant you find your airplane? @airasia &amp; @mas"""
Rant,"""t @vannearias: ""@vielkatv: @mas we demand you take responsability of your delay of flight 0163 we have been here in the dubai airport for 迓蘝迓蘝_"""
Rant,"""t @vielkatv: @mas we demand you take responsability of your delay of flight 0163 we have been here in the dubai airport for 18 hours."""
Rant,"""t @w7voa: .@mas has apologized for a tweet (now removed) asking 迓蘝迓蘝迓搪want to go somewhere, but don迓蘝迓蘝夦_淌t know where?"" T_URL"""
Rant,"""t @wanariefimran: .@ausaviation i see @mas' wings in the line. does this means one of those in the river was meant for them?"""
Rant,"""t @warrenholstein: malaysia airlines was forced to apologize for tweeting: ""want to go somewhere, but do not know where?"" i guess truth in 迓蘝迓蘝_"""
Rant,"""t @we_are_ssd: so remember malaysia airlines? did everyone just decide, ""whatever?"""""
Rant,"""t @willschny20: i'm glad they found airasia qz8501 but we still need to find malaysia airlines flight 370.."""
Rant,"""t @willworkforsex: they still know nothing more about malaysia airlines flight 370. is that not crazy to anyone else? like, i've lost sle迓蘝迓蘝_"""
Rant,"""t @winglets747: mas' dunleavy: ""people are automatically going to say that迓蘝迓蘝夦_淌s still malaysia airlines rebranded, it迓蘝迓蘝夦_淌s still the same malays迓蘝迓蘝_"""
Rant,"""t @wisemanphil: shut up. you have your own planes to worry about, obviously. @mas"""
Rant,"""t @wisemanphil: we are both pathetic airlines together! let us be friends! @mas @airasia"""
Rant,"""t @wiwie_amuii: why malaysia airlines always gone !!!???"""
Rant,"""t @wolfalicemusic: off to australia to play @fallsofficial!!!! @mas can we have an upgrade please??"""
Rant,"""t @xlr8tor87: sorry malaysia airlines, we care about ebola now."""
Rant,"""t @yagu4mp: @mas please explain how u are almost myr1500 more than rb &amp; myr 4000 more than airasia? to T_URL"""
Rant,"""t @yahboyosama: since @americanair do not wanna let a nigga borrow a plane @mas do yall malaysian niggas got a plane i can use T_URL"""
Rant,"""t @yeaitsben: allow me to say i will never fly malaysia airlines lol"""
Rant,"""t @your_anon_court: rt ""@mas: fuck yes not us this time"""""
Rant,"""t @youtiup: the incoming malaysia airlines ceo has one problem: there is nothing to sell, idris jala has sold them all. lulz."""
Rant,"""t @youu_turnn: sooo what ever happened to the malaysia airlines plane that went missing.. did they just give up on that?"""
Rant,"""t @yung_soy_: malaysia airlines needs to get it is act together"""
Rant,"""t @zachorton: @jazz_lalli are you saying that should all board a malaysia airlines flight? real mature jazz"""
Rant,"""t @zamiliz: malaysians are with you @airasia and @mas together we brave this storms"""
Rant,"""t @zeekay15: come on @mas ... make the extra flights .... @khairykj"""
Rant,"""t @zoeyhui: is that a middle finger or what did malaysia airlines just T_URL"""
Rant,"""t @zsutter13: lol did they ever find the malaysia airlines plane?"""
Rant,"""t @zuhri: am disappointed with news of malaysia airlines. day in day out we witness first hand malaysian talent at diff levels.def many at迓蘝迓蘝_"""
Rant,"""t @zulfahamnie: @nurzaritarosli awwwwww we try till tomorrow if cant..we try another airlines. cc: @mas"""
Rant,"""t @zumbaemily: it is been two days since our flight and @mas still have not found @estellelouie &amp; i's lost bags _迓太迓绦_"""
Rant,"""t how the fbi says it connected north korea to the sony hack 迓蘝迓蘝迓台 and why some experts are still skeptical: @mas... T_URL"""
Rant,"""t if you would rather take van persie airlines than to take malaysia airlines T_URL"""
Rant,"""t ironic mas is giving advice on paths...""@mas: the best way to explore is not following laid out paths, but creating your own."""
Rant,"""t 迓蘝迓蘝迓搪@mas: we still have the record, nobody can stop us! *another plane falls*迓蘝迓蘝迓蘝"""
Rant,"""t!! please, help us find our luggage ! no one is helping.last seen at phnom penh going to kl. trapped in medan without it @mas"""
Rant,"""t!迓蘝迓蘝迓搪@radiojj: so we still do not know where that missing malaysia airlines plane is, yet santa can deliver toys around the world flawlessly?迓蘝迓蘝迓蘝"""
Rant,"""t迓蘝迓蘝迓搪@rron_: a bunch of disrespectful idiots T_URL total rude cc @mas @najibrazak"""
Rant,"""ucksack, hoody, pink hair... guess @mas will not be falling over themselves to offer me a free upgrade..."""
Rant,"""ude rt""@samorij: so all the kings horses and all the kings men still cant find malaysia airlines.. but antigua can find ja rule to perform"""""
Rant,"""afe to say i will not be ever flying with malaysia airlines _迓太迓绦_"""
Rant,"""alam help and your nation get your country out mess fatihah mh370 @mas@honeyyel8"""
Rant,"""aw a news about @mas incident in donot believe in superstition but nothing wrong to do a ""grahashanti puja"" by the company."""
Rant,"""cary! @mas had almost 48 hr delay last week on flt ex pax given little/no info. poorly handled by"""
Rant,"""eems some people do not realize that airasia is a different company from malaysia airlines"""
Rant,"""ensible people understand if senseless searches mh then on verge of insanity or referred to psychotic ward @mas read"""
Rant,"""erious question. did they just totally stop looking for the malaysia airlines plane? if they did, that is pretty fucked up. lmfao."""
Rant,"""eriously one of the coolest most down to earth people i've hung out with - what an absolute dude. @outbreak @mas... T_URL"""
Rant,"""eriously ur flight fees for domestic flights are ridiculously high @mas"""
Rant,"""eriously, do not fly with malaysia airlines or porter.... technical difficulties is an understatement at this point in time."""
Rant,"""ervice at klia was amazing. best check in agent and duty manager. great job @mas ... i will certainly be flying @mas as much as i can."""
Rant,"""hoot down malaysia airlines is much more innocent than just a gay, i think...@putinrf_eng"""
Rant,"""hut up. you have your own planes to worry about, obviously. @mas"""
Rant,"""ince @americanair do not wanna let a nigga borrow a plane @mas do yall malaysian niggas got a plane i can use T_URL"""
Rant,"""ince khazanah so perfect, excellent in corporate maneuvering, why not appoint their staff to be ceo of @mas newco ? nobody to blame ya !"""
Rant,"""ince when @mas didnt allowed senior citizen to enter the flight 1st? but never forget the ground!"""
Rant,"""ince you feel sorry for the muslims, i booked you a flight on malaysia airlines! T_URL"""
Rant,"""o @mas just upgraded me to enrich silver (that is a first) - but not sure what it really brings me that i need... it is gold that matters"""
Rant,"""o can track santa claus...but everyone still has no clue where malaysia airlines flight 370 is??"""
Rant,"""o concerned that the most affordable flights to london this july are all malaysia airlines like i do not want to"""
Rant,"""o did they ever find that malaysia airlines flight 370 plane or nah?"""
Rant,"""o disappointed when i have to cancel my airasia flight T_NEG_EMO &amp; looking forward to on board malaysia airlines flight next week T_POS_EMO"""
Rant,"""o i called more than 6 times @mas customer service. they told me the flight got delayed coz of the weather! liarrrr!!"""
Rant,"""o i'm guessing we are not going to call russia up on the malaysia airlines flight?"""
Rant,"""o if i go missing on this malaysia airlines flight i just boarded, you hereby have permission to publish any profane thing i ever sent you"""
Rant,"""o if theyd had child marriages beheadings &amp; goat fucking they be ok-malaysia airlines tragedies were caused by.... T_URL"""
Rant,"""o impressed with @mas hotline. whole phone call took 1.5 minute to book me into my preferred seat. keep it up T_POS_EMO"""
Rant,"""o much time for @mas giving me the free business class upgrade"""
Rant,"""o no more as @mas ceo and tun m says is stupid"""
Rant,"""o not all business class flights are the same. no eye mask socks or chocolate @mas next time @emirates @britishairways"""
Rant,"""o now @koreanair_ke joins @mas as i would not want to take to next month. scary operations they have."""
Rant,"""o one more plane missing in same region as malaysia airlines no clue of this one also strange thing"""
Rant,"""o remember malaysia airlines? did everyone just decide, ""whatever?"""""
Rant,"""o sad about the missing plane...especially sad having gone on a few malaysia airlines and air asia flights earlier this year T_NEG_EMO"""
Rant,"""o sad to hear about another missing plane, petrified about the fact i'm flying with malaysia airlines and airasia in the next month _迓太迓绦夦_藤"""
Rant,"""o since my brothers a pilot i told him not to ever pull an air asia or malaysia airlines _迓太迓绦迓糖迓蘝迓搪_"""
Rant,"""o there is two airplanes company never to trust @airasia and @mas"""
Rant,"""o they cant find that malaysia airlines flight 17 ( but they are already want memorials? T_URL"""
Rant,"""o we can find the airaisa flight in the middle of the ocean in 2 days but we still cannot find the malaysia airlines flight?"""
Rant,"""o we still do not know where that missing malaysia airlines plane is, yet santa can deliver toys around the world flawlessly?"""
Rant,"""o what you are saying is that i should not fly malaysia airlines to thailand in february? 迓蘝迓搪_迓宕夦_太迓态_迓太夦_夈鯻塘"""
Rant,"""o, @mas, i booked better times, cheaper price, but separate itins bki via kul to bkk. why could not your call centre agent figure this out?"""
Rant,"""o, did we ever find malaysia airlines flight 370 or are we just going to pretend that it never happened? lol"""
Rant,"""o, in fact, i cannot join malaysia airlines because my bi result spm only, that is a problem source, hurmm..very disappointed to masT_NEG_EMO"""
Rant,"""o..... @mas, not to make this awkward but...uh....any updates on that plane that you know...you guys like...lost...?"""
Rant,"""ochi, jackie robinson west, malaysia airlines, ferguson &amp; terrence crawford (technically more than 5 words, but so what.)"""
Rant,"""ome friends said i should not board on malaysia airlines or air asia, but no way. i prefer going outside rather than doing nothing."""
Rant,"""ome more setbacks for m'alsia chinese projects snags =rm 33million =or 10million dollars and still piling because mh370 @mas"""
Rant,"""ome serious being experienced by @mas"""
Rant,"""omehow ppl actually thought airasia is an affiliate of malaysia airlines. gosh, how mas going to revive itself from all these?"""
Rant,"""omeone gave us malaysia airlines keychains for christmas. i cannot say i trust them not to lose my keys. T_URL"""
Rant,"""omeone please remind me not to travel on malaysia airlines or air asia? scary stuff..."""
Rant,"""omeone plz help me win an argument: are @airasia and @mas 2 separate airlines? affiliated in any way?"""
Rant,"""omeone told me malaysia airlines is safer than sia..now boarding...see u in awhile sean, simon and迓蘝迓蘝_ T_URL"""
Rant,"""omething i wonder about is that malaysian airlines flight that went missing, like are we still looking for that?? @mas"""
Rant,"""omething is seriously wrong with these airlines: @airasia, @mas - shut down. people should never get on board those death crafts again!"""
Rant,"""omething suspicious is going on with these planes becoming untraceable @airasia @mas."""
Rant,"""omething's not right if malaysia airlines planes keep disappearing and etc. _迓太迓绦__迓太夦_淌迓态_迓太迓跳迓蘝"""
Rant,"""ooo what ever happened to the malaysia airlines plane that went missing.. did they just give up on that?"""
Rant,"""oooo did we ever find that malaysia airlines flight?"""
Rant,"""oooooo... it is probably a good idea not to fly @mas ( | @airasia ( for... 'safety reasons'. _迓太迓绦迓瘫"""
Rant,"""orry malaysia airlines, we care about ebola now."""
Rant,"""outh african airways and malaysia airlines: do not necessarily need new strategies. have to be able to fully implement old ones."""
Rant,"""outheast asian low-cost carriers (like airasia and malaysia airlines) have been going through an enormous boom T_URL"""
Rant,"""tanding ovation to dean dacko of @mas for a superb presentation today at future travel experience asia conference."""
Rant,"""tarting to think i made a mistake not taking up the refund offer from @mas when i had the chance. ah well. 45 days til i fly to nz."""
Rant,"""tarting to think we are not going to find that malaysia airlines plane. T_NEG_EMO"""
Rant,"""tay strong @mas @airasia"""
Rant,"""till a shocking news that @mas actually hired a foreigner to run our national flagship. 30 mil citizens and an outsider? please no"""
Rant,"""till cannot understand how @airasia and @mas can just loose planes.. it is gotta be inside jobs!"""
Rant,"""till have not found that missing malaysia airlines jet...is australia even looking anymore or are they busy oppressing migrants?"""
Rant,"""till impressed by @mas for allowing free change of flight timing from kl to kota bharu due to flood. yes, free! good job mas!"""
Rant,"""till no debris from 9m-mro? ...how funny is that story, @mas ?"""
Rant,"""till waiting for @mas to reply. @_@ need to buy tickets a.s.a.p.! is there any insurance included when buying through mhmobile?"""
Rant,"""tood in check-in queue for 45 minutes. when i got near front, someone came to check surnames. mine was not on the list. @mas"""
Rant,"""top grabbling and get real contact consultmystic today to find mh370 conditions apply @mas do you like appear foolish??"""
Rant,"""tranded in sydney with no luggage T_NEG_EMO i cannot live like this.....fuck you @mas"""
Rant,"""tupidity in malaysian news: please reveal the new @mas ceo salary. it is confidential!! why do not you do it first?"""
Rant,"""urprised that boris johnson chose to fly with malaysia airlines after the year they have had"""
Rant,"""ake a note all... avoid malasyian airlines at all cost. passengers stranded on mumbai airport mh195 airline staff is in shambles @mas"""
Rant,"""akeaway: address root causes to fix problems. ""malaysia airlines: much atwitter about nothing"" @theeconomist T_URL"""
Rant,"""bt when malaysia airlines used to sponsor qpr, now airasia is kissing ass anywhere they can get hold of money on"""
Rant,"""ee keat: do not be distracted by criticism of @mas ceo迓蘝迓蘝夦_淌s choice T_URL @talk2otk"""
Rant,"""ell everyone your going as a malaysia airlines flight 370 passenger then stay home &amp; hide so no one can find you"""
Rant,"""errible customer service by @mas in klia."""
Rant,"""g razik from @mas learn some bloody manners and courtesy. it is very important for your job! T_URL"""
Rant,"""hank you @mas for a pleasant flight i have just now from cdg. your nasi lemak for breakfast taste much better than aa pak nassir迓蘝迓蘝夦_淌s. _迓太迓绦_"""
Rant,"""hank you @mas for giving me food poisoning"""
Rant,"""hank you @mas for the great food! on our way to kl to ams. however, flight is delayed. T_URL"""
Rant,"""hank you @mas. your staff in brisbane have been helpful, turns out @british_airways did not even load my bag onto my first flight to paris."""
Rant,"""hank you for flying with malaysia airlines, where the experience is great and the chances of getting to your destination are not."""
Rant,"""hank you so much @mas we are in different company but we fly at the same atmosphere."""
Rant,"""hank you, @mas. thank you all malaysian fellows and @_aieou. please pray for them too _迓太夦_夈㈠绿╛迓太迓绦迓澧 T_URL"""
Rant,"""hankfully it was only $30 but that is a 35% price reduction @astrodamo @mas"""
Rant,"""hanks @changiairport and @mas for making my trip work when i checked in 30 mins before international departure!"""
Rant,"""hanks @mas for canceling my flight due to a mechanical issue and leaving me in hong kong without any solution"""
Rant,"""hanks @mas for greet&amp;assist service for my parents that coming for my graduation in uk. it means a lot to me. hope they have safe flight."""
Rant,"""hanks @mas for the upgrade."""
Rant,"""hanks @mas for took me to kl from cgk last two weeks."""
Rant,"""hanks @mas for your atrocious customer service! does anybody have the email address of their ceo?"""
Rant,"""hanks for your good service malaysia airlines team!"""
Rant,"""hanks to @americanair @qatarairways &amp; @mas, between the 3 have lost my luggage and i will now be spending christmas without my belongings."""
Rant,"""hanks to @mas for getting clients on their flight, but they are sat at opposite ends of the plane"""
Rant,"""hanks to allah, however, if you fly with malaysia airlines you get your pick of any seat on the plane! T_URL"""
Rant,"""hanks to your app i have missed my flight. thanks @mas"""
Rant,"""hat raging urge to scold every slow moving working staff of malaysia airlines and the people who just do not care if they miss their flight!"""
Rant,"""hat is a huge delay for @mas 4: a380 mnd 6,5 hours late in london. T_URL"""
Rant,"""hat is a sweet deal but imma get lost fuckin with malaysia airlines"""
Rant,"""he @mas golden lounge and it is delicious malaysian curry in kl airport is making this delay much more bearable"""
Rant,"""he @mas lady who checked me in yesterday did block two seats for baby abdullah. gotta give credit where it is due."""
Rant,"""he @mas transfer desk in hong kong. no one knows where the attendant is. please do not make me miss my flight home T_URL"""
Rant,"""he airasia plane was not malaysia airlines, and has nothing to do with malaysia !!!"""
Rant,"""he airport in kuala lumpur, malaysia charges you to get a security pass to find your lost and found items @mas T_URL"""
Rant,"""he corporate organisation of mas will be at loss with this type of inattentive and inconsiderate staff @mas"""
